"","id","num.picture","task1","task2","task3","latitude","longitude","gender","educ","age"
"1969","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",465,1,5,0,49.221606383521,16.6203038482909,1,2,19
"1970","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",1058,1,6,0,49.2099660185914,16.6099557590062,1,2,19
"1971","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",453,1,5,0,49.2215761501033,16.6332031408015,1,2,19
"1972","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",1169,1,6,0,49.2009147904907,16.6614095116904,1,2,19
"1973","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",448,1,4,2,49.2047108206917,16.5646381156999,1,2,19
"1974","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",489,1,4,0,49.2233177611479,16.632721227054,1,2,19
"1975","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",767,1,5,1,49.1996263952268,16.6141125636032,1,2,19
"1976","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",785,1,4,1,49.1810868124792,16.6558176213411,1,2,19
"1977","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",293,1,6,1,49.2245089065008,16.5996464735796,1,2,19
"1978","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",1076,1,3,0,49.2267067276125,16.6493544135877,1,2,19
"1979","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",1113,1,5,2,49.191113157519,16.634207901883,1,2,19
"1980","1565003871_endBrno48357258df1af4014fe768028ddac820.csv",45,0,5,3,49.1942812615744,16.6227305148543,1,2,19
"1981","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",1017,1,5,2,49.1653176980671,16.5657855094019,1,1,29
"1982","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",593,1,5,4,49.1979230463467,16.5803330670492,1,1,29
"1983","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",424,1,5,4,49.1692100764123,16.5557545071721,1,1,29
"1984","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",1099,1,5,3,49.193343860235,16.6026807323705,1,1,29
"1985","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",295,1,5,2,49.2107823138184,16.5850632915265,1,1,29
"1986","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",762,1,5,1,49.1978546531391,16.6161862084138,1,1,29
"1987","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",777,1,5,3,49.2147863076778,16.5561932980403,1,1,29
"1988","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",563,1,5,5,49.1637906924943,16.5785222686163,1,1,29
"1989","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",6,1,5,6,49.2099173143668,16.6001825533636,1,1,29
"1990","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",339,1,5,1,49.1800720325557,16.5774867936804,1,1,29
"1991","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",73,1,5,3,49.1833980992,16.5811848024766,1,1,29
"1992","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",758,1,4,4,49.207500541822,16.6130987597939,1,1,29
"1993","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",1160,1,4,5,49.2004179677775,16.6176023253888,1,1,29
"1994","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",110,1,5,2,49.2028997700047,16.559980591275,1,1,29
"1995","1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv",91,1,5,3,49.191341308847,16.6414618559494,1,1,29
"1996","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",1198,1,4,2,49.1865717916654,16.5966411481753,1,3,31
"1997","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",305,1,5,3,49.188423595649,16.6409066518204,1,3,31
"1998","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",820,1,3,2,49.1988530972191,16.5751610031603,1,3,31
"1999","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",1052,1,5,3,49.2294507059301,16.6045650662397,1,3,31
"2000","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",716,1,4,2,49.1626563953737,16.6139615399372,1,3,31
"2001","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",379,1,4,2,49.2035613669442,16.5828147954663,1,3,31
"2002","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",1033,1,5,2,49.1778751436014,16.5741285611038,1,3,31
"2003","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",1242,1,5,4,49.1858490099179,16.600464143983,1,3,31
"2004","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",410,1,5,0,49.2305835781916,16.5922980532509,1,3,31
"2005","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",476,1,2,4,49.2295833540004,16.5972068637258,1,3,31
"2006","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",229,1,4,3,49.2168342165025,16.580438078182,1,3,31
"2007","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",261,1,6,4,49.2060822865414,16.607506283996,1,3,31
"2008","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",901,1,4,5,49.2149616710496,16.60063274383,1,3,31
"2009","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",326,1,5,5,49.1764959956883,16.6289071077509,1,3,31
"2010","1565003947_endBrno53956146f103170544cf1c52f0d8af95.csv",937,1,5,0,49.1869208870336,16.6086710775623,1,3,31
"2011","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",322,1,5,1,49.2157230956865,16.6141526055887,1,3,38
"2012","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1257,1,5,1,49.2184253821986,16.6463226719112,1,3,38
"2013","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1101,1,5,2,49.1836565025002,16.5956716781842,1,3,38
"2014","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",899,1,5,2,49.1886922878225,16.653932972708,1,3,38
"2015","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",894,1,6,2,49.2261343722422,16.6140171032973,1,3,38
"2016","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1060,1,5,2,49.203726909872,16.6093561408732,1,3,38
"2017","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1266,1,6,2,49.2047580764347,16.6032984482502,1,3,38
"2018","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1067,1,6,2,49.2064332514922,16.5794864522457,1,3,38
"2019","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",317,1,5,3,49.2114492090149,16.5812835806052,1,3,38
"2020","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",563,1,5,2,49.1637906924943,16.5785222686163,1,3,38
"2021","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1225,1,5,1,49.183994465909,16.6056771533662,1,3,38
"2022","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",731,1,5,1,49.1949192466379,16.5833554457146,1,3,38
"2023","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",1066,1,6,3,49.1662113333191,16.5665151784677,1,3,38
"2024","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",181,1,5,2,49.2073624553944,16.607839933487,1,3,38
"2025","1565004651_endBrnofe5b3ca4dd450ed83d125418156c71ac.csv",351,1,5,1,49.1942288560101,16.639462391537,1,3,38
"2026","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",256,1,5,4,49.2202779184748,16.6563656700734,0,3,40
"2027","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",942,1,1,1,49.2282874009863,16.6314486382101,0,3,40
"2028","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",1161,1,6,4,49.1851314928692,16.6084390627624,0,3,40
"2029","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",268,1,1,5,49.2154904659652,16.6221125845325,0,3,40
"2030","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",67,1,6,2,49.199885638829,16.6002570672305,0,3,40
"2031","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",186,1,1,2,49.2056267320985,16.5817193417882,0,3,40
"2032","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",778,1,4,1,49.2083491897929,16.5961466607895,0,3,40
"2033","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",442,1,4,4,49.1892505021269,16.6484504996744,0,3,40
"2034","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",943,1,5,0,49.2257211213185,16.5888999329276,0,3,40
"2035","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",497,1,2,2,49.2235588527866,16.6211907091986,0,3,40
"2036","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",572,1,4,2,49.1905552455373,16.6073739138581,0,3,40
"2037","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",235,1,4,2,49.221645211238,16.6463761487277,0,3,40
"2038","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",1015,1,5,2,49.2088326580792,16.6436420571692,0,3,40
"2039","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",873,1,2,5,49.2119776328746,16.573444884333,0,3,40
"2040","1565004680_endBrno64bbc9c6bcdd5b35ae9a60f79063c797.csv",969,1,4,2,49.2230873948874,16.5547637385683,0,3,40
"2041","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",840,1,5,1,49.1735631882119,16.5833313089889,1,2,40
"2042","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",879,1,2,2,49.2167745915194,16.5637810320721,1,2,40
"2043","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1113,1,4,2,49.191113157519,16.634207901883,1,2,40
"2044","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1226,1,6,4,49.1885701913221,16.6116696124178,1,2,40
"2045","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1090,1,5,1,49.2059134966664,16.611103832499,1,2,40
"2046","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1135,1,3,2,49.174842092761,16.6271088074978,1,2,40
"2047","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1165,1,3,3,49.2020658158827,16.5816943923185,1,2,40
"2048","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",977,1,6,3,49.1727274855529,16.5533571222339,1,2,40
"2049","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",193,1,4,1,49.1978070512296,16.5771706392904,1,2,40
"2050","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",259,1,5,3,49.1686019105002,16.6370796296775,1,2,40
"2051","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",91,1,3,1,49.191341308847,16.6414618559494,1,2,40
"2052","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",631,1,5,1,49.1879384493927,16.5951920579864,1,2,40
"2053","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",946,1,4,2,49.2229423696752,16.6430830064715,1,2,40
"2054","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",1216,1,5,2,49.1891232305991,16.6048309005999,1,2,40
"2055","1565004723_endBrno3b53aa2a07dbb29ff62651534d53f31c.csv",487,1,6,1,49.2110992276838,16.5937367500229,1,2,40
"2056","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",416,1,1,3,49.2132207877466,16.603869686708,0,2,55
"2057","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",989,1,3,4,49.2134563722115,16.5686343569452,0,2,55
"2058","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",363,1,5,1,49.1777539902443,16.563052424408,0,2,55
"2059","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",1085,1,2,2,49.1609375142931,16.627533299557,0,2,55
"2060","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",661,1,2,5,49.1646017372092,16.586810741547,0,2,55
"2061","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",837,1,1,2,49.2111213015734,16.6186800962014,0,2,55
"2062","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",520,0,2,1,49.1700401646717,16.5601084316293,0,2,55
"2063","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",540,1,4,3,49.1758828745018,16.5791931225543,0,2,55
"2064","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",364,1,1,0,49.2005787651978,16.6341106851549,0,2,55
"2065","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",648,1,1,2,49.2061639086956,16.5869637583342,0,2,55
"2066","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",693,1,5,2,49.1942202660452,16.6492475430279,0,2,55
"2067","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",886,1,1,3,49.1797280194259,16.6459460450151,0,2,55
"2068","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",384,1,6,2,49.1673650712964,16.5644789493908,0,2,55
"2069","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",300,1,1,5,49.2242852471526,16.6297898063549,0,2,55
"2070","1565004838_endBrno85e5adc73a124f66a855940c5a70aa47.csv",375,1,4,1,49.1649151723217,16.5925170608263,0,2,55
"2071","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",1090,1,2,2,49.2059134966664,16.611103832499,1,2,33
"2072","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",474,1,4,2,49.1991259140175,16.6083049015777,1,2,33
"2073","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",860,1,5,3,49.2013294764093,16.6342964171969,1,2,33
"2074","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",42,1,3,2,49.1772333845139,16.5761526237832,1,2,33
"2075","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",1219,1,4,4,49.2198113174432,16.5714076288877,1,2,33
"2076","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",386,1,4,4,49.2266394037954,16.6188031816742,1,2,33
"2077","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",451,1,5,4,49.1719178747327,16.5732116272661,1,2,33
"2078","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",1084,1,5,3,49.1935304850305,16.597985830695,1,2,33
"2079","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",1003,1,5,2,49.2072621888749,16.6392207516528,1,2,33
"2080","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",35,1,2,2,49.223669408146,16.5829576031515,1,2,33
"2081","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",675,1,5,2,49.1910936648332,16.6534414529898,1,2,33
"2082","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",571,1,5,2,49.2260368334117,16.5981257751994,1,2,33
"2083","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",595,1,4,2,49.2069927096122,16.6401250178675,1,2,33
"2084","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",28,1,2,3,49.1865226223458,16.5538126697677,1,2,33
"2085","1565005665_endBrno365404bdb162bd1ab25b4eea4fb2ef91.csv",1066,1,3,3,49.1662113333191,16.5665151784677,1,2,33
"2086","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",205,0,5,0,49.197566554984,16.5794631486553,1,2,63
"2087","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",1257,0,5,1,49.2184253821986,16.6463226719112,1,2,63
"2088","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",891,0,5,0,49.1900428336767,16.6282104945891,1,2,63
"2089","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",682,0,5,1,49.2114066181766,16.6604147658646,1,2,63
"2090","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",275,0,5,0,49.2031955414544,16.6465230469888,1,2,63
"2091","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",434,0,5,1,49.1760698340445,16.5523452144949,1,2,63
"2092","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",143,0,4,0,49.2257798049087,16.5913768751351,1,2,63
"2093","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",213,0,4,0,49.1889420745348,16.5984896580431,1,2,63
"2094","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",848,0,5,0,49.2191803922434,16.576974550858,1,2,63
"2095","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",1057,0,5,1,49.1855642722539,16.6202425658518,1,2,63
"2096","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",1113,0,5,0,49.191113157519,16.634207901883,1,2,63
"2097","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",236,0,5,1,49.1963759875533,16.6309660508046,1,2,63
"2098","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",76,0,5,1,49.1951971403567,16.5785716553169,1,2,63
"2099","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",596,0,5,0,49.2127778133279,16.5856931642469,1,2,63
"2100","1565005850_endBrnoc1d6f9ea8aaded052a612f2d25a69120.csv",1052,0,4,0,49.2294507059301,16.6045650662397,1,2,63
"2101","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",646,0,6,5,49.2166035967644,16.5764035904186,1,1,36
"2102","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",994,1,6,2,49.1662619940473,16.5826373954676,1,1,36
"2103","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",674,1,6,0,49.1946174838813,16.6602851394464,1,1,36
"2104","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",835,1,6,2,49.1972329788632,16.6160454823915,1,1,36
"2105","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",284,1,4,0,49.2112198597989,16.6132719008469,1,1,36
"2106","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",657,1,5,2,49.2250372308033,16.5581728514791,1,1,36
"2107","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",1180,1,5,2,49.2055213534001,16.5712841110809,1,1,36
"2108","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",920,1,6,3,49.2246872501057,16.5965264765415,1,1,36
"2109","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",420,1,0,2,49.1929151667325,16.656903463708,1,1,36
"2110","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",851,1,6,2,49.1606450530058,16.6390678592329,1,1,36
"2111","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",410,1,6,6,49.2305835781916,16.5922980532509,1,1,36
"2112","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",360,1,6,2,49.2064551335524,16.6178246860758,1,1,36
"2113","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",574,1,6,0,49.1712222089535,16.5533277624671,1,1,36
"2114","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",173,1,4,0,49.2109828443234,16.6230258532033,1,1,36
"2115","1565006124_endBrno6e11ceabd00c65cac845e2da0b970726.csv",144,1,6,3,49.2067014628168,16.6161237990291,1,1,36
"2116","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",260,1,3,3,49.2174744806305,16.5620851080119,0,3,41
"2117","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",1056,1,5,2,49.1647632325473,16.5598473909915,0,3,41
"2118","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",552,1,5,2,49.1941070757023,16.6239532997144,0,3,41
"2119","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",549,1,5,3,49.1850530027678,16.5648915577981,0,3,41
"2120","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",771,1,4,3,49.2258919622199,16.6591968068471,0,3,41
"2121","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",644,1,4,3,49.2063804879085,16.648350020574,0,3,41
"2122","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",304,1,5,3,49.2213989257008,16.6489355436589,0,3,41
"2123","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",888,1,4,2,49.178731683236,16.5740332555223,0,3,41
"2124","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",388,1,3,3,49.2147729993787,16.6217913051745,0,3,41
"2125","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",143,1,4,3,49.2257798049087,16.5913768751351,0,3,41
"2126","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",16,1,5,2,49.1888137694085,16.5634770788831,0,3,41
"2127","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",1247,0,5,3,49.1925067658581,16.5761587275906,0,3,41
"2128","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",228,1,5,2,49.2258344630978,16.5854020663687,0,3,41
"2129","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",488,1,5,2,49.1889208710377,16.6546591378219,0,3,41
"2130","1565006263_endBrnoe7cee2c118c2ad6e2f89829104a42263.csv",1266,1,4,2,49.2047580764347,16.6032984482502,0,3,41
"2131","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",207,1,4,0,49.2029640021953,16.6146915075407,1,3,27
"2132","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",674,1,5,1,49.1946174838813,16.6602851394464,1,3,27
"2133","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",173,1,2,3,49.2109828443234,16.6230258532033,1,3,27
"2134","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",826,1,4,4,49.1869573204083,16.554863631837,1,3,27
"2135","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",318,1,3,6,49.2146811614687,16.6323701318053,1,3,27
"2136","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",770,1,5,0,49.1613326560969,16.6118539626469,1,3,27
"2137","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",918,1,6,2,49.2037774808119,16.5885604658247,1,3,27
"2138","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",344,1,5,2,49.2248759244606,16.5788232297599,1,3,27
"2139","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",590,1,3,5,49.2073072905335,16.644596778769,1,3,27
"2140","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",1158,1,6,2,49.1825705597199,16.626126265505,1,3,27
"2141","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",105,0,4,2,49.1927378841827,16.6139946497073,1,3,27
"2142","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",1109,0,6,2,49.175396441136,16.5643719117644,1,3,27
"2143","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",1036,1,6,3,49.2054688188381,16.5576370286066,1,3,27
"2144","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",22,1,5,0,49.1717477846619,16.5777540734552,1,3,27
"2145","1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv",964,1,6,1,49.2080866446137,16.5561969993649,1,3,27
"2146","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",1024,1,6,5,49.2111278124886,16.5814648838495,1,3,33
"2147","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",508,0,5,2,49.1901344367969,16.5951450120577,1,3,33
"2148","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",720,1,5,1,49.2229592200425,16.6289905938445,1,3,33
"2149","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",134,1,6,5,49.2282391045098,16.5732689553021,1,3,33
"2150","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",1121,1,1,2,49.2153879743109,16.628342656852,1,3,33
"2151","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",240,1,4,4,49.1710257553118,16.6160359511894,1,3,33
"2152","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",747,1,6,1,49.2299094217663,16.5929955024611,1,3,33
"2153","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",984,1,5,1,49.2185630963533,16.5529138260108,1,3,33
"2154","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",325,1,5,4,49.2235292330997,16.622096591472,1,3,33
"2155","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",396,0,3,2,49.2154589385031,16.6121929853804,1,3,33
"2156","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",288,0,4,5,49.1793121998515,16.6214105587507,1,3,33
"2157","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",1029,1,1,1,49.2270231095167,16.6549651195232,1,3,33
"2158","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",408,1,5,1,49.163245971767,16.5955910878006,1,3,33
"2159","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",1161,1,6,1,49.1851314928692,16.6084390627624,1,3,33
"2160","1565006506_endBrnodbc0d86cd6a3d32100632e69d42bd523.csv",417,0,6,1,49.1968844174234,16.6020560401962,1,3,33
"2161","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",334,1,6,2,49.2178730997869,16.6062646321623,1,1,43
"2162","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",807,1,6,0,49.2168248637876,16.622412654254,1,1,43
"2163","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",206,1,6,3,49.1653847695736,16.6304481975808,1,1,43
"2164","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",606,1,6,1,49.2020926473826,16.620415893724,1,1,43
"2165","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",1238,1,5,2,49.1769133297768,16.615305197724,1,1,43
"2166","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",650,1,5,2,49.2202443172309,16.6469155130642,1,1,43
"2167","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",956,1,5,0,49.1658355276635,16.6312210181455,1,1,43
"2168","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",876,1,5,0,49.1763586930659,16.6355266682824,1,1,43
"2169","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",229,1,6,0,49.2168342165025,16.580438078182,1,1,43
"2170","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",223,1,6,2,49.2166911650481,16.6318230483693,1,1,43
"2171","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",1130,1,5,1,49.2229666178208,16.6266189624829,1,1,43
"2172","1565006733_endBrno277f3c9051a9883dce86d11ea276ca68.csv",1010,1,6,0,49.2043198740297,16.5894115885894,1,1,43
