"","id","num.picture","task1","task2","task3","latitude","longitude","gender","educ","age"
"6192","1565440484_endBrno01428695b02b8f1ee7e6e2fd6d3cb27b.csv",1190,1,4,6,49.1729122045403,16.5846804062008,1,2,27
"6193","1565440484_endBrno01428695b02b8f1ee7e6e2fd6d3cb27b.csv",62,1,5,1,49.2032984252363,16.5673998568542,1,2,27
"6194","1565440484_endBrno01428695b02b8f1ee7e6e2fd6d3cb27b.csv",456,1,5,6,49.1830996241503,16.6139653818298,1,2,27
"6195","1565440484_endBrno01428695b02b8f1ee7e6e2fd6d3cb27b.csv",721,1,6,6,49.169602390603,16.5702999776882,1,2,27
"6196","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",1023,1,6,0,49.199525542083,16.6144919958022,0,2,63
"6197","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",1139,1,5,0,49.1672781570367,16.5550203341568,0,2,63
"6198","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",25,1,4,2,49.2090138713405,16.5959394036317,0,2,63
"6199","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",786,1,1,1,49.1864443162053,16.6513143133732,0,2,63
"6200","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",1021,1,6,3,49.1972960583267,16.61265341965,0,2,63
"6201","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",768,1,5,3,49.1652884605221,16.6337354486064,0,2,63
"6202","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",870,1,5,1,49.2127201314119,16.5521436300626,0,2,63
"6203","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",885,1,5,0,49.1798800261998,16.6061032892092,0,2,63
"6204","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",405,1,6,0,49.2222001313838,16.5737744007787,0,2,63
"6205","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",890,1,4,2,49.2149775252774,16.6453303694788,0,2,63
"6206","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",673,1,6,0,49.2140018616736,16.6002341285137,0,2,63
"6207","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",1192,1,6,2,49.2150185232162,16.5896800161101,0,2,63
"6208","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",16,1,5,2,49.1888137694085,16.5634770788831,0,2,63
"6209","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",992,1,5,0,49.1871758972848,16.5858329451343,0,2,63
"6210","1565441445_endBrno477a0d9512de7075ce48408e712cdfbf.csv",536,1,5,0,49.2148902106548,16.6391534010785,0,2,63
"6211","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",60,1,2,2,49.2049253858037,16.5881362217334,1,2,65
"6212","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",534,1,2,0,49.1910189465218,16.6458862834236,1,2,65
"6213","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",137,1,6,3,49.1852723081361,16.5590748054648,1,2,65
"6214","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",1229,1,2,3,49.2226236388897,16.644730287837,1,2,65
"6215","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",377,1,1,2,49.2196491901532,16.6528069524638,1,2,65
"6216","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",934,1,5,4,49.1957683303969,16.5553549065514,1,2,65
"6217","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",854,1,2,0,49.1638141686044,16.5771188663076,1,2,65
"6218","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",989,1,2,2,49.2134563722115,16.5686343569452,1,2,65
"6219","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",403,1,3,0,49.2251585087069,16.590217288358,1,2,65
"6220","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",1062,1,2,4,49.1989933867763,16.6249986831193,1,2,65
"6221","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",365,1,4,3,49.2222435164964,16.5537516790691,1,2,65
"6222","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",80,1,3,0,49.1849596372739,16.5576818599448,1,2,65
"6223","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",655,1,4,2,49.2043391839716,16.5970611240451,1,2,65
"6224","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",417,1,6,2,49.1968844174234,16.6020560401962,1,2,65
"6225","1565441691_endBrnoea22fcbc6ad0da6e0e3413bad5cacc97.csv",1125,1,5,1,49.1871446112974,16.6198450287512,1,2,65
"6226","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",909,1,6,3,49.1960800475464,16.6577313552233,1,1,43
"6227","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",260,1,5,3,49.2174744806305,16.5620851080119,1,1,43
"6228","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",70,1,5,3,49.2119286570348,16.6327032325932,1,1,43
"6229","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",463,1,6,2,49.2274337959238,16.5727096924875,1,1,43
"6230","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",288,1,6,2,49.1793121998515,16.6214105587507,1,1,43
"6231","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",567,1,5,2,49.1855045144388,16.6402314672601,1,1,43
"6232","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",819,1,6,1,49.1917732810043,16.6020213838464,1,1,43
"6233","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",1085,1,5,2,49.1609375142931,16.627533299557,1,1,43
"6234","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",985,1,5,1,49.2189113816767,16.5543619554008,1,1,43
"6235","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",655,1,5,3,49.2043391839716,16.5970611240451,1,1,43
"6236","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",217,1,4,1,49.1667219958092,16.5685534161511,1,1,43
"6237","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",281,1,5,2,49.2022466431846,16.6588432834091,1,1,43
"6238","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",457,1,5,2,49.2049308177428,16.6108803959726,1,1,43
"6239","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",1225,1,6,1,49.183994465909,16.6056771533662,1,1,43
"6240","1565443256_endBrno4c0e8b255f3e98893b689181ef9df87f.csv",40,1,5,1,49.2109591210039,16.5809141887295,1,1,43
"6241","1565443482_endBrno10164.csv",1121,1,1,3,49.2153879743109,16.628342656852,0,2,22
"6242","1565443482_endBrno10164.csv",185,1,6,1,49.2133653909241,16.6230042379103,0,2,22
"6243","1565443482_endBrno10164.csv",200,1,3,1,49.223910926554,16.589363027026,0,2,22
"6244","1565443482_endBrno10164.csv",214,1,1,6,49.1911841726901,16.6545593833325,0,2,22
"6245","1565443482_endBrno10164.csv",20,1,3,2,49.2185539661419,16.6282135174772,0,2,22
"6246","1565443482_endBrno10164.csv",830,0,6,3,49.1899681844486,16.6079094598109,0,2,22
"6247","1565443482_endBrno10164.csv",963,1,4,5,49.1981649498472,16.5972016151827,0,2,22
"6248","1565443482_endBrno10164.csv",1216,1,6,1,49.1891232305991,16.6048309005999,0,2,22
"6249","1565443482_endBrno10164.csv",26,1,3,0,49.1813291019226,16.5610677353712,0,2,22
"6250","1565443482_endBrno10164.csv",50,1,5,4,49.2278349474389,16.6469371224288,0,2,22
"6251","1565443482_endBrno10164.csv",897,1,2,2,49.223022595077,16.6250314107419,0,2,22
"6252","1565443482_endBrno10164.csv",355,1,5,3,49.1901304126629,16.5826798122874,0,2,22
"6253","1565443482_endBrno10164.csv",657,1,4,1,49.2250372308033,16.5581728514791,0,2,22
"6254","1565443482_endBrno10164.csv",783,1,1,4,49.2128369719155,16.5871907253366,0,2,22
"6255","1565443482_endBrno10164.csv",645,0,2,2,49.2055776542841,16.6054294660192,0,2,22
"6256","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",684,1,5,1,49.1786927924871,16.581806185363,0,2,23
"6257","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",298,1,4,2,49.202391413969,16.5974770297048,0,2,23
"6258","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",186,1,5,1,49.2056267320985,16.5817193417882,0,2,23
"6259","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",563,1,2,0,49.1637906924943,16.5785222686163,0,2,23
"6260","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",968,1,3,0,49.228070297114,16.5758928023123,0,2,23
"6261","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",972,1,2,5,49.1608673843681,16.5653694994597,0,2,23
"6262","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",945,1,3,3,49.2218486100325,16.5522293057046,0,2,23
"6263","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",1183,1,3,0,49.1999983083967,16.6473901254808,0,2,23
"6264","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",848,1,1,1,49.2191803922434,16.576974550858,0,2,23
"6265","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",989,1,5,5,49.2134563722115,16.5686343569452,0,2,23
"6266","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",596,1,4,5,49.2127778133279,16.5856931642469,0,2,23
"6267","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",172,1,1,3,49.2214575855352,16.5522223834038,0,2,23
"6268","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",994,1,3,2,49.1662619940473,16.5826373954676,0,2,23
"6269","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",1209,1,3,4,49.2105637726005,16.6471251481227,0,2,23
"6270","1565445059_endBrnoaaf8947f1c05bca4e0251e2b2864a975.csv",587,1,2,5,49.2196531266828,16.5711171500604,0,2,23
"6271","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",593,1,4,0,49.1979230463467,16.5803330670492,1,2,21
"6272","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",570,0,6,3,49.1918760380891,16.5944691548615,1,2,21
"6273","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",771,1,6,2,49.2258919622199,16.6591968068471,1,2,21
"6274","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",763,1,5,3,49.1896848108625,16.6228821909692,1,2,21
"6275","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",775,1,3,3,49.2186864175148,16.622773501433,1,2,21
"6276","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",555,1,6,2,49.1910065950027,16.6580185352394,1,2,21
"6277","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",1104,1,3,2,49.1727935472833,16.5652753375867,1,2,21
"6278","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",1253,1,4,1,49.2242695682836,16.5779310465372,1,2,21
"6279","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",30,1,6,2,49.2081780820941,16.570982833538,1,2,21
"6280","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",842,1,5,0,49.197168345026,16.5857063080529,1,2,21
"6281","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",98,1,3,6,49.220389493196,16.5590573160622,1,2,21
"6282","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",93,1,4,0,49.2118303969643,16.5547858619093,1,2,21
"6283","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",321,1,5,2,49.2084874399098,16.6601732314383,1,2,21
"6284","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",543,1,5,1,49.2179855100922,16.6214215908434,1,2,21
"6285","1565445649_endBrnob1fbfa107e6d29e72bb0760b75e524c0.csv",440,1,6,0,49.1654276429465,16.631534167228,1,2,21
"6286","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",353,0,4,4,49.1944504632483,16.6174794577822,0,3,18
"6287","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",480,1,3,2,49.1991741610821,16.5891828412215,0,3,18
"6288","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",319,1,4,1,49.1652228397644,16.5963580143237,0,3,18
"6289","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",1253,0,1,5,49.2242695682836,16.5779310465372,0,3,18
"6290","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",1226,1,1,4,49.1885701913221,16.6116696124178,0,3,18
"6291","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",432,0,1,2,49.1933624785606,16.6322596960937,0,3,18
"6292","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",223,1,5,3,49.2166911650481,16.6318230483693,0,3,18
"6293","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",956,1,2,3,49.1658355276635,16.6312210181455,0,3,18
"6294","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",325,0,1,5,49.2235292330997,16.622096591472,0,3,18
"6295","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",615,1,4,4,49.2134593245879,16.5582440801292,0,3,18
"6296","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",775,0,4,2,49.2186864175148,16.622773501433,0,3,18
"6297","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",367,0,4,1,49.2124484955641,16.6352956620148,0,3,18
"6298","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",1158,1,1,5,49.1825705597199,16.626126265505,0,3,18
"6299","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",1210,1,3,3,49.2300450719749,16.5939459216237,0,3,18
"6300","1565447785_endBrnoe63742887fd631cef3101d34e55451ae.csv",780,1,4,0,49.1762914330141,16.5974791664092,0,3,18
"6301","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",238,1,5,3,49.1959949184325,16.6416351175367,1,2,20
"6302","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",709,1,6,1,49.2279273442666,16.6204740334051,1,2,20
"6303","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",869,1,6,3,49.2103601630387,16.6281316864108,1,2,20
"6304","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",113,1,5,3,49.2074660482802,16.624309244238,1,2,20
"6305","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",1241,1,5,3,49.2216253139883,16.630949085063,1,2,20
"6306","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",1141,1,4,3,49.2037897813521,16.6178699140502,1,2,20
"6307","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",524,1,2,2,49.1656196966471,16.6177780705646,1,2,20
"6308","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",581,1,5,2,49.2266224003413,16.6174393005008,1,2,20
"6309","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",454,1,5,2,49.2160514275799,16.6236226792188,1,2,20
"6310","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",681,1,5,4,49.2278838490776,16.6405874024312,1,2,20
"6311","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",222,1,4,3,49.2183497956952,16.583030010799,1,2,20
"6312","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",1015,1,5,2,49.2088326580792,16.6436420571692,1,2,20
"6313","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",1071,1,6,2,49.197227947187,16.5816755846538,1,2,20
"6314","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",281,1,5,1,49.2022466431846,16.6588432834091,1,2,20
"6315","1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv",17,1,5,4,49.224496538561,16.584248206771,1,2,20
"6316","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",1020,1,3,3,49.1849833994027,16.6584791037143,0,1,36
"6317","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",202,1,5,4,49.1695732188071,16.6232166103003,0,1,36
"6318","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",1023,1,4,2,49.199525542083,16.6144919958022,0,1,36
"6319","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",793,1,4,2,49.1947387505156,16.5796095109644,0,1,36
"6320","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",192,0,2,3,49.2058246650124,16.5928455753325,0,1,36
"6321","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",394,1,5,3,49.1863351069861,16.66082910417,0,1,36
"6322","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",778,1,2,4,49.2083491897929,16.5961466607895,0,1,36
"6323","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",226,1,4,4,49.1852223983717,16.6600330100654,0,1,36
"6324","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",687,1,4,3,49.2152128861052,16.5520947236593,0,1,36
"6325","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",841,1,5,4,49.2230536845505,16.6297052942762,0,1,36
"6326","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",671,1,3,2,49.2267817524642,16.6601764269891,0,1,36
"6327","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",722,1,3,4,49.1943346036972,16.6381602515843,0,1,36
"6328","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",985,1,2,3,49.2189113816767,16.5543619554008,0,1,36
"6329","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",50,1,2,3,49.2278349474389,16.6469371224288,0,1,36
"6330","1565451155_endBrno92e82fffa9f1ffec6abb8e6b35b48805.csv",1189,1,2,3,49.213678870664,16.6550848819094,0,1,36
"6331","1565454492_endBrno10131.csv",127,1,5,2,49.2161844703451,16.6173818710955,0,3,53
"6332","1565454492_endBrno10131.csv",883,1,3,3,49.1876556336407,16.6334476323677,0,3,53
"6333","1565454492_endBrno10131.csv",919,1,3,3,49.1805864881576,16.6216858675594,0,3,53
"6334","1565454492_endBrno10131.csv",208,1,5,1,49.1634669749767,16.5656982203588,0,3,53
"6335","1565454492_endBrno10131.csv",935,1,1,5,49.23003587193,16.5912079988794,0,3,53
"6336","1565454492_endBrno10131.csv",459,1,4,3,49.1994428471375,16.5977250023784,0,3,53
"6337","1565454492_endBrno10131.csv",146,1,2,2,49.2276723857445,16.6428187636645,0,3,53
"6338","1565454492_endBrno10131.csv",735,1,5,1,49.224549889986,16.624634984335,0,3,53
"6339","1565454492_endBrno10131.csv",112,1,6,2,49.1730665452752,16.5776082536654,0,3,53
"6340","1565454492_endBrno10131.csv",120,1,3,2,49.2203697006881,16.5750980760174,0,3,53
"6341","1565454492_endBrno10131.csv",1142,1,5,3,49.1867408381854,16.6155196195032,0,3,53
"6342","1565454492_endBrno10131.csv",498,1,2,1,49.1983961973695,16.6193004046283,0,3,53
"6343","1565454492_endBrno10131.csv",862,1,2,4,49.2247600688604,16.578156401314,0,3,53
"6344","1565454492_endBrno10131.csv",981,1,2,4,49.1992479736924,16.6031885296069,0,3,53
"6345","1565454492_endBrno10131.csv",801,1,2,2,49.223779725965,16.6184436257987,0,3,53
"6346","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",475,1,3,3,49.2116179962559,16.5665466291221,1,3,25
"6347","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",344,1,4,2,49.2248759244606,16.5788232297599,1,3,25
"6348","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",229,1,4,2,49.2168342165025,16.580438078182,1,3,25
"6349","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",695,1,5,3,49.212439332528,16.6279202976132,1,3,25
"6350","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",880,1,4,1,49.1845028517518,16.5963203936282,1,3,25
"6351","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",1234,1,4,1,49.2250395602632,16.5767998167442,1,3,25
"6352","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",831,1,5,2,49.2063853472767,16.5725694926815,1,3,25
"6353","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",115,1,4,1,49.1817994174638,16.5849317568492,1,3,25
"6354","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",271,1,4,1,49.1837568115132,16.6192293683935,1,3,25
"6355","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",549,1,5,2,49.1850530027678,16.5648915577981,1,3,25
"6356","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",838,1,5,2,49.1682974931055,16.6105826084808,1,3,25
"6357","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",434,1,4,2,49.1760698340445,16.5523452144949,1,3,25
"6358","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",1009,1,4,2,49.1879512687909,16.6203788056842,1,3,25
"6359","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",214,1,5,2,49.1911841726901,16.6545593833325,1,3,25
"6360","1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv",1161,1,4,2,49.1851314928692,16.6084390627624,1,3,25
"6361","1565455595_endBrno10188.csv",1024,1,2,4,49.2111278124886,16.5814648838495,0,3,34
"6362","1565455595_endBrno10188.csv",312,1,2,4,49.198228117832,16.6245178211145,0,3,34
"6363","1565455595_endBrno10188.csv",389,1,2,4,49.1946081447029,16.5859155341841,0,3,34
"6364","1565455595_endBrno10188.csv",835,1,2,4,49.1972329788632,16.6160454823915,0,3,34
"6365","1565455595_endBrno10188.csv",143,1,2,4,49.2257798049087,16.5913768751351,0,3,34
"6366","1565455595_endBrno10188.csv",972,1,2,4,49.1608673843681,16.5653694994597,0,3,34
"6367","1565455595_endBrno10188.csv",271,1,2,4,49.1837568115132,16.6192293683935,0,3,34
"6368","1565455595_endBrno10188.csv",325,1,2,4,49.2235292330997,16.622096591472,0,3,34
"6369","1565455595_endBrno10188.csv",313,1,2,4,49.1904363421044,16.6099874417344,0,3,34
"6370","1565455595_endBrno10188.csv",468,1,1,4,49.2136220537726,16.6406563575142,0,3,34
"6371","1565455595_endBrno10188.csv",736,1,2,4,49.2121680628849,16.5981321633113,0,3,34
"6372","1565455595_endBrno10188.csv",1131,1,2,4,49.1958711647503,16.5647262866594,0,3,34
"6373","1565455595_endBrno10188.csv",765,1,2,4,49.2103838614021,16.6022388311968,0,3,34
"6374","1565455595_endBrno10188.csv",30,1,2,4,49.2081780820941,16.570982833538,0,3,34
"6375","1565455595_endBrno10188.csv",1068,1,3,4,49.177294580308,16.552474525817,0,3,34
"6376","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",96,1,3,4,49.2027516039541,16.6262477665794,1,2,33
"6377","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",803,1,2,3,49.2293914757086,16.5879474668289,1,2,33
"6378","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",1183,1,3,4,49.1999983083967,16.6473901254808,1,2,33
"6379","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",1107,0,4,3,49.2089857689684,16.5945248579974,1,2,33
"6380","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",984,0,4,4,49.2185630963533,16.5529138260108,1,2,33
"6381","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",812,1,3,2,49.195272915022,16.5844919946797,1,2,33
"6382","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",1265,0,4,6,49.1811849732592,16.5988315358314,1,2,33
"6383","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",662,1,2,4,49.1622896311415,16.5648314996877,1,2,33
"6384","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",791,0,4,3,49.1703228253864,16.5614370107756,1,2,33
"6385","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",857,0,4,4,49.2104398116019,16.6297899008761,1,2,33
"6386","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",894,1,4,2,49.2261343722422,16.6140171032973,1,2,33
"6387","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",1001,0,5,3,49.2255019341454,16.5939154119135,1,2,33
"6388","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",215,0,5,3,49.2186944447278,16.6432278784178,1,2,33
"6389","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",733,1,4,5,49.1899333359715,16.5722191648199,1,2,33
"6390","1565459137_endBrno3991269d9fa808c9a0078fd7280ac35a.csv",20,1,5,3,49.2185539661419,16.6282135174772,1,2,33
"6391","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",1202,1,3,3,49.1849338499583,16.5829117418675,0,0,17
"6392","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",838,1,3,3,49.1682974931055,16.6105826084808,0,0,17
"6393","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",466,1,2,2,49.2249943765683,16.5976464738795,0,0,17
"6394","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",1050,0,2,3,49.2135413283672,16.6251026924659,0,0,17
"6395","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",595,1,5,3,49.2069927096122,16.6401250178675,0,0,17
"6396","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",837,1,3,2,49.2111213015734,16.6186800962014,0,0,17
"6397","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",257,1,3,1,49.1806332140566,16.5547249163631,0,0,17
"6398","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",973,1,2,3,49.1886293006646,16.5660789278906,0,0,17
"6399","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",1084,1,3,2,49.1935304850305,16.597985830695,0,0,17
"6400","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",220,1,1,2,49.2061046899435,16.5949537174499,0,0,17
"6401","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",889,1,3,2,49.2266941015773,16.5930977978293,0,0,17
"6402","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",498,0,1,3,49.1983961973695,16.6193004046283,0,0,17
"6403","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",189,1,1,3,49.1868498685783,16.623593921689,0,0,17
"6404","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",1170,1,4,2,49.1699350488031,16.5794142046121,0,0,17
"6405","1565459426_endBrnob902e21d63363310e61777c934ef03a5.csv",152,1,3,3,49.2080179494669,16.6140480869676,0,0,17
"6406","1565460769_endBrno3ec237ab4f43ec263a9d1293ce972b00.csv",266,1,5,1,49.2241922477134,16.5544371988362,0,3,40
"6407","1565460769_endBrno3ec237ab4f43ec263a9d1293ce972b00.csv",1117,1,5,0,49.2064724063712,16.5922552899302,0,3,40
"6408","1565460769_endBrno3ec237ab4f43ec263a9d1293ce972b00.csv",648,1,6,1,49.2061639086956,16.5869637583342,0,3,40
