"num.picture" "id" "task1" "task2" "task3" "date" "personID" "gender" "educ" "age" "clouds" "water" "trees_30" "trees_5" "bush" "shade" "experience"
"714" 103 "1565378474_endBrno3d099e0918ae443ed5e02b57a61ab8a0.csv" 1 "2" "3" "1565378474" "3d099e0918ae443ed5e02b57a61ab8a0" 1 2 45 1 0 0 0 1 0 0
"715" 103 "1566031771_endBrno10336.csv" 1 "3" "4" "1566031771" "10336" 1 1 50 1 0 0 0 1 0 0
"716" 104 "1565676920_endBrno10495.csv" 1 "4" "3" "1565676920" "10495" 1 2 48 0 0 1 1 1 1 0
"717" 104 "1565350803_endBrno10044.csv" 1 "4" "3" "1565350803" "10044" 1 3 36 0 0 1 1 1 1 0
"718" 104 "1565679514_endBrno10460.csv" 1 "5" "2" "1565679514" "10460" 1 3 45 0 0 1 1 1 1 0
"719" 104 "1564666668_endBrno033dd993ef196ebfb063fb287d3c5331.csv" 1 "4" "2" "1564666668" "033dd993ef196ebfb063fb287d3c5331" 1 3 25 0 0 1 1 1 1 0
"720" 104 "1564846510_endBrno400beabbf7eca7ef7364d75e80f1bd42.csv" 1 "3" "4" "1564846510" "400beabbf7eca7ef7364d75e80f1bd42" 1 0 18 0 0 1 1 1 1 0
"721" 104 "1565795836_endBrno10102.csv" 1 "6" "6" "1565795836" "10102" 1 2 35 0 0 1 1 1 1 0
"722" 104 "1565726913_endBrno10327.csv" 1 "3" "4" "1565726913" "10327" 1 1 39 0 0 1 1 1 1 0
"723" 105 "1566024821_endBrno10330.csv" 1 "4" "2" "1566024821" "10330" 1 2 59 0 0 0 0 1 0 0
"724" 105 "1565001788_endBrnodc78b88602861c98c8e481af3ae68b1a.csv" 1 "5" "1" "1565001788" "dc78b88602861c98c8e481af3ae68b1a" 1 2 64 0 0 0 0 1 0 0
"725" 105 "1565414294_endBrno442b69e8df23d4df5d42c35268071806.csv" 0 "6" "0" "1565414294" "442b69e8df23d4df5d42c35268071806" 0 3 66 0 0 0 0 1 0 1
"726" 105 "1564674870_endBrno102c913129a32d5c811a932eb183f161.csv" 0 "6" "1" "1564674870" "102c913129a32d5c811a932eb183f161" 1 2 65 0 0 0 0 1 0 1
"727" 105 "1565003643_endBrnoc663c01d00620b3be544d0e6c1066e95.csv" 1 "3" "3" "1565003643" "c663c01d00620b3be544d0e6c1066e95" 1 1 55 0 0 0 0 1 0 0
"728" 105 "1565006441_endBrno3447dcc421e34ecb6ec497d4f0057b6c.csv" 0 "6" "0" "1565006441" "3447dcc421e34ecb6ec497d4f0057b6c" 1 3 27 0 0 0 0 1 0 1
"729" 106 "1564999915_endBrnob20d32c1d5cd64c6a11b96788302709e.csv" 1 "3" "2" "1564999915" "b20d32c1d5cd64c6a11b96788302709e" 1 1 30 0 0 1 1 1 1 0
"730" 106 "1565716543_endBrno10271.csv" 1 "2" "3" "1565716543" "10271" 1 3 32 0 0 1 1 1 1 0
"731" 106 "1565522755_endBrno1f748d6bbe46f4d25e9494d11b946814.csv" 1 "4" "3" "1565522755" "1f748d6bbe46f4d25e9494d11b946814" 1 3 34 0 0 1 1 1 1 0
"732" 106 "1565424380_endBrno981cd5496e04f5bf6d1838b37736143b.csv" 1 "2" "4" "1565424380" "981cd5496e04f5bf6d1838b37736143b" 0 1 67 0 0 1 1 1 1 0
"733" 106 "1565627890_endBrno10424.csv" 1 "2" "3" "1565627890" "10424" 1 2 49 0 0 1 1 1 1 0
"734" 106 "1565584789_endBrnodb0cfac1f72165498c7385aba5e516cf.csv" 1 "3" "4" "1565584789" "db0cfac1f72165498c7385aba5e516cf" 0 3 29 0 0 1 1 1 1 0
"735" 106 "1565721536_endBrno10490.csv" 1 "1" "2" "1565721536" "10490" 1 2 18 0 0 1 1 1 1 0
"736" 107 "1565377205_endBrnob8468ce655b0fa63bfa05e41958f83f4.csv" 1 "5" "1" "1565377205" "b8468ce655b0fa63bfa05e41958f83f4" 1 3 27 0 0 0 0 0 1 0
"737" 107 "1565082317_endBrno484e274870d87210ea30ddbfcff96ba1.csv" 0 "4" "6" "1565082317" "484e274870d87210ea30ddbfcff96ba1" 0 2 23 0 0 0 0 0 1 1
"738" 107 "1566199504_endBrno9bdb44c8b42d7777d122990e5daacf57.csv" 1 "6" "2" "1566199504" "9bdb44c8b42d7777d122990e5daacf57" 1 3 34 0 0 0 0 0 1 0
"739" 107 "1565346156_endBrno10048.csv" 1 "6" "0" "1565346156" "10048" 1 2 40 0 0 0 0 0 1 0
"740" 107 "1565630817_endBrno10296.csv" 1 "4" "2" "1565630817" "10296" 1 3 27 0 0 0 0 0 1 0
"741" 107 "1564998665_endBrnoe6ff5f9ae5d21f6ad61e929e9f0dec53.csv" 1 "3" "0" "1564998665" "e6ff5f9ae5d21f6ad61e929e9f0dec53" 1 2 24 0 0 0 0 0 1 0
"742" 107 "1565180382_endBrno80b4928227b5a86785c637ed0e11e279.csv" 1 "4" "3" "1565180382" "80b4928227b5a86785c637ed0e11e279" 1 2 20 0 0 0 0 0 1 0
"743" 107 "1565385173_endBrno68e34ecf0bfac59c4cbcf7a33eb1b6db.csv" 1 "5" "1" "1565385173" "68e34ecf0bfac59c4cbcf7a33eb1b6db" 1 2 37 0 0 0 0 0 1 0
"744" 107 "1565352597_endBrno10145.csv" 1 "5" "1" "1565352597" "10145" 0 3 41 0 0 0 0 0 1 0
"745" 107 "1565618428_endBrno10480.csv" 1 "6" "0" "1565618428" "10480" 1 0 18 0 0 0 0 0 1 0
"746" 108 "1565112168_endBrnob7ceca202370f1681d2dbd2895e69289.csv" 1 "5" "1" "1565112168" "b7ceca202370f1681d2dbd2895e69289" 1 2 23 0 0 1 1 0 1 0
"747" 108 "1565533637_endBrno10201.csv" 0 "4" "2" "1565533637" "10201" 0 1 48 0 0 1 1 0 1 1
"748" 110 "1565003942_endBrno82d7058aa76b306a6372c8073a6a31a9.csv" 1 "5" "1" "1565003942" "82d7058aa76b306a6372c8073a6a31a9" 1 1 29 0 0 1 0 1 0 0
"749" 110 "1565377105_endBrnod89e909f70fa38dd684df5f6d47eaa18.csv" 1 "2" "1" "1565377105" "d89e909f70fa38dd684df5f6d47eaa18" 1 2 23 0 0 1 0 1 0 0
"750" 110 "1565698572_endBrno10469.csv" 1 "5" "3" "1565698572" "10469" 1 2 36 0 0 1 0 1 0 0
"751" 110 "1565673318_endBrno10394.csv" 1 "4" "3" "1565673318" "10394" 1 3 28 0 0 1 0 1 0 0
"752" 110 "1565377222_endBrnof143293ab2c94e3e42690ec962896c30.csv" 1 "5" "1" "1565377222" "f143293ab2c94e3e42690ec962896c30" 0 2 51 0 0 1 0 1 0 0
"753" 110 "1565022250_endBrno9d893f6b5d47687581b61f922a037907.csv" 1 "3" "1" "1565022250" "9d893f6b5d47687581b61f922a037907" 0 0 27 0 0 1 0 1 0 0
"754" 110 "1565001390_endBrno40060e87d8dcd071e8b93284b1c4ebd8.csv" 1 "5" "1" "1565001390" "40060e87d8dcd071e8b93284b1c4ebd8" 1 3 39 0 0 1 0 1 0 0
"755" 110 "1565383049_endBrnoc3c2435a902e929d1dedf902feac7849.csv" 1 "4" "2" "1565383049" "c3c2435a902e929d1dedf902feac7849" 0 2 60 0 0 1 0 1 0 0
"756" 111 "1565002369_endBrnoed3ae31e6dd124359a5adeb1fbad4c29.csv" 1 "5" "1" "1565002369" "ed3ae31e6dd124359a5adeb1fbad4c29" 1 1 54 1 0 1 1 1 0 0
"757" 111 "1564665651_endBrnoa59575a5b0371f34bf38fe41b73590fb.csv" 1 "2" "5" "1564665651" "a59575a5b0371f34bf38fe41b73590fb" 1 3 23 1 0 1 1 1 0 0
"758" 111 "1565023048_endBrnoeff82e2b6cc387907012d41fd88390ee.csv" 0 "2" "4" "1565023048" "eff82e2b6cc387907012d41fd88390ee" 1 2 31 1 0 1 1 1 0 1
"759" 111 "1564723397_endBrno3bf2f7579d24558442e8a687bc8943f0.csv" 1 "5" "5" "1564723397" "3bf2f7579d24558442e8a687bc8943f0" 0 1 31 1 0 1 1 1 0 0
"760" 111 "1565002369_endBrnoed3ae31e6dd124359a5adeb1fbad4c29.csv" 1 "5" "1" "1565002369" "ed3ae31e6dd124359a5adeb1fbad4c29" 1 1 54 1 0 1 1 1 0 0
"761" 111 "1564666550_endBrno4b79824e141defc50ac66c74ec0d8846.csv" 1 "3" "3" "1564666550" "4b79824e141defc50ac66c74ec0d8846" 1 2 50 1 0 1 1 1 0 0
"762" 111 "1565626013_endBrno10332.csv" 1 "0" "6" "1565626013" "10332" 1 2 62 1 0 1 1 1 0 0
"763" 112 "1565073859_endBrnodc756868acd74c1e397b4f1701a9a299.csv" 1 "3" "4" "1565073859" "dc756868acd74c1e397b4f1701a9a299" 1 1 51 0 0 1 0 1 0 0
"764" 112 "1565436000_endBrno0e230622982dbccee4a9ab989610d004.csv" 1 "5" "2" "1565436000" "0e230622982dbccee4a9ab989610d004" 1 1 57 0 0 1 0 1 0 0
"765" 112 "1565039041_endBrno7d929e0ef8ebb1b8a6d7045da669ed30.csv" 1 "5" "1" "1565039041" "7d929e0ef8ebb1b8a6d7045da669ed30" 1 3 34 0 0 1 0 1 0 0
"766" 112 "1564667958_endBrno022e5996af2b572757bbc4300fd31a8b.csv" 1 "3" "4" "1564667958" "022e5996af2b572757bbc4300fd31a8b" 1 2 30 0 0 1 0 1 0 0
"767" 112 "1565454492_endBrno10131.csv" 1 "2" "3" "1565454492" "10131" 0 3 53 0 0 1 0 1 0 0
"768" 112 "1565343409_endBrno10098.csv" 1 "5" "3" "1565343409" "10098" 1 3 28 0 0 1 0 1 0 0
"769" 112 "1565084108_endBrno9999.csv" 1 "4" "3" "1565084108" "9999" 0 1 25 0 0 1 0 1 0 0
"770" 112 "1565385191_endBrnoa89c9d988bcd710b5fb756484426a297.csv" 1 "2" "2" "1565385191" "a89c9d988bcd710b5fb756484426a297" 1 1 51 0 0 1 0 1 0 0
"771" 112 "1565414294_endBrno442b69e8df23d4df5d42c35268071806.csv" 1 "6" "1" "1565414294" "442b69e8df23d4df5d42c35268071806" 0 3 66 0 0 1 0 1 0 0
"772" 112 "1565343546_endBrno10026.csv" 1 "6" "1" "1565343546" "10026" 1 3 30 0 0 1 0 1 0 0
"773" 112 "1565379621_endBrnoeac9758e85452f95330c4657e8617631.csv" 1 "2" "3" "1565379621" "eac9758e85452f95330c4657e8617631" 1 2 30 0 0 1 0 1 0 0
"774" 113 "1565512442_endBrno8cdb67ee003eaad423772a3e9fb2b014.csv" 1 "5" "0" "1565512442" "8cdb67ee003eaad423772a3e9fb2b014" 1 3 26 1 0 1 0 1 1 0
"775" 113 "1565630656_endBrno10466.csv" 1 "5" "1" "1565630656" "10466" 1 3 32 1 0 1 0 1 1 0
"776" 113 "1565381532_endBrno1df8c4c5b0050e0e9bc08839ba760641.csv" 0 "6" "2" "1565381532" "1df8c4c5b0050e0e9bc08839ba760641" 0 1 33 1 0 1 0 1 1 1
"777" 113 "1565002692_endBrno89d8ccdd0b747c57e77515e90051e7ea.csv" 1 "2" "2" "1565002692" "89d8ccdd0b747c57e77515e90051e7ea" 0 0 19 1 0 1 0 1 1 0
"778" 113 "1565685681_endBrno10289.csv" 1 "5" "2" "1565685681" "10289" 1 3 22 1 0 1 0 1 1 0
"779" 113 "1564999107_endBrno9d1ed4819f35232b803d5305c524dfd0.csv" 1 "5" "2" "1564999107" "9d1ed4819f35232b803d5305c524dfd0" 0 2 28 1 0 1 0 1 1 0
"780" 113 "1565160294_endBrno10b52df73b8b46deb5a2284b58f9f2a1.csv" 1 "3" "2" "1565160294" "10b52df73b8b46deb5a2284b58f9f2a1" 1 1 27 1 0 1 0 1 1 0
"781" 113 "1564998619_endBrno8c06612556a45bbe267f9b301cb9ee7a.csv" 0 "4" "0" "1564998619" "8c06612556a45bbe267f9b301cb9ee7a" 1 1 36 1 0 1 0 1 1 1
"782" 113 "1565539442_endBrno22520298d62b82922260eb871f5865c6.csv" 1 "4" "1" "1565539442" "22520298d62b82922260eb871f5865c6" 1 3 33 1 0 1 0 1 1 0
"783" 113 "1565448463_endBrno7404491b7c859db5389904f041e5bc44.csv" 1 "5" "2" "1565448463" "7404491b7c859db5389904f041e5bc44" 1 2 20 1 0 1 0 1 1 0
"784" 113 "1565561183_endBrnob18ed82fb24cafda7568e30f631caeb7.csv" 1 "6" "2" "1565561183" "b18ed82fb24cafda7568e30f631caeb7" 0 2 56 1 0 1 0 1 1 0
"785" 114 "1565464039_endBrno10100.csv" 0 "4" "1" "1565464039" "10100" 1 2 46 0 0 1 0 1 0 1
"786" 114 "1565408677_endBrno276627c385709e50b6fa0df8e3d009e2.csv" 1 "5" "1" "1565408677" "276627c385709e50b6fa0df8e3d009e2" 1 3 27 0 0 1 0 1 0 0
"787" 114 "1565644987_endBrno10344.csv" 1 "6" "2" "1565644987" "10344" 1 1 49 0 0 1 0 1 0 0
"788" 114 "1564992499_endBrnoe7aefdc5f79f85c3082ef1916b832130.csv" 1 "3" "2" "1564992499" "e7aefdc5f79f85c3082ef1916b832130" 1 3 44 0 0 1 0 1 0 0
"789" 114 "1565417322_endBrno7e5d646fbf1038cebcda1a9bf7c8cd17.csv" 1 "6" "1" "1565417322" "7e5d646fbf1038cebcda1a9bf7c8cd17" 1 2 41 0 0 1 0 1 0 0
"790" 114 "1565679949_endBrno22bf7f164299c739ed4aef7c9c46e202.csv" 1 "5" "2" "1565679949" "22bf7f164299c739ed4aef7c9c46e202" 1 0 18 0 0 1 0 1 0 0
"791" 115 "1565385191_endBrnoa89c9d988bcd710b5fb756484426a297.csv" 1 "2" "2" "1565385191" "a89c9d988bcd710b5fb756484426a297" 1 1 51 0 0 1 1 1 1 0
"792" 115 "1564999803_endBrno3bad35958549f5d320223fe9024ff216.csv" 1 "2" "4" "1564999803" "3bad35958549f5d320223fe9024ff216" 0 1 41 0 0 1 1 1 1 0
"793" 115 "1565417906_endBrno8eb3af4caf3a58d3a7ffc7f6e21ce0f2.csv" 0 "1" "5" "1565417906" "8eb3af4caf3a58d3a7ffc7f6e21ce0f2" 1 2 27 0 0 1 1 1 1 1
"794" 115 "1565594026_endBrnob701b42c0136a250b605d5f4c4cd9ce8.csv" 1 "4" "3" "1565594026" "b701b42c0136a250b605d5f4c4cd9ce8" 1 3 39 0 0 1 1 1 1 0
"795" 115 "1564835230_endBrno47bfab6c2c5e134d84f5c0c8d6dc54b7.csv" 1 "3" "4" "1564835230" "47bfab6c2c5e134d84f5c0c8d6dc54b7" 1 2 28 0 0 1 1 1 1 0
"796" 115 "1565626416_endBrno10299.csv" 1 "3" "4" "1565626416" "10299" 1 3 54 0 0 1 1 1 1 0
"797" 115 "1565454628_endBrno64739d7a44f170776b8d3eaaebf61903.csv" 1 "4" "3" "1565454628" "64739d7a44f170776b8d3eaaebf61903" 1 3 25 0 0 1 1 1 1 0
"798" 115 "1565520632_endBrno10161.csv" 1 "5" "5" "1565520632" "10161" 0 2 64 0 0 1 1 1 1 0
"799" 115 "1565002692_endBrno89d8ccdd0b747c57e77515e90051e7ea.csv" 1 "5" "5" "1565002692" "89d8ccdd0b747c57e77515e90051e7ea" 0 0 19 0 0 1 1 1 1 0
"800" 115 "1565379426_endBrnofbd47d0212db4a5f8e400be5bb5c86cc.csv" 1 "1" "4" "1565379426" "fbd47d0212db4a5f8e400be5bb5c86cc" 1 1 51 0 0 1 1 1 1 0
"801" 116 "1565348552_endBrno10011.csv" 1 "6" "0" "1565348552" "10011" 1 3 27 0 0 0 0 0 1 0
"802" 116 "1565026115_endBrno4db20f42faa6a77c2d4cae7e0738e744.csv" 1 "6" "0" "1565026115" "4db20f42faa6a77c2d4cae7e0738e744" 0 3 33 0 0 0 0 0 1 0
"803" 116 "1565379444_endBrnoceb1272bfc4ee6ab8925e7c0a0f49fd5.csv" 1 "5" "2" "1565379444" "ceb1272bfc4ee6ab8925e7c0a0f49fd5" 0 1 41 0 0 0 0 0 1 0
"804" 116 "1564999501_endBrno5e4bdfd109402ba471e884476a475042.csv" 1 "3" "4" "1564999501" "5e4bdfd109402ba471e884476a475042" 0 3 29 0 0 0 0 0 1 0
"805" 116 "1565425736_endBrno0cdd4189c2220169c19ce2f95863da42.csv" 1 "3" "2" "1565425736" "0cdd4189c2220169c19ce2f95863da42" 0 2 29 0 0 0 0 0 1 0
"806" 116 "1564994851_endBrnoeea65902f395021760729a8070da8ba5.csv" 1 "5" "2" "1564994851" "eea65902f395021760729a8070da8ba5" 1 0 18 0 0 0 0 0 1 0
"807" 116 "1565381100_endBrno5ab3c491f4dfa7b4ba462706648030e3.csv" 1 "3" "2" "1565381100" "5ab3c491f4dfa7b4ba462706648030e3" 0 2 41 0 0 0 0 0 1 0
"808" 116 "1565348451_endBrno10204.csv" 1 "5" "3" "1565348451" "10204" 0 3 65 0 0 0 0 0 1 0
"809" 116 "1565621617_endBrno10485.csv" 1 "5" "1" "1565621617" "10485" 1 2 20 0 0 0 0 0 1 0
"810" 116 "1565345027_endBrno10130.csv" 1 "6" "0" "1565345027" "10130" 0 2 26 0 0 0 0 0 1 0
"811" 117 "1565160294_endBrno10b52df73b8b46deb5a2284b58f9f2a1.csv" 1 "5" "2" "1565160294" "10b52df73b8b46deb5a2284b58f9f2a1" 1 1 27 0 0 1 0 1 0 0
"812" 117 "1565325153_endBrno18b4a8f2b3e59fce02cad1d24ee87c9a.csv" 1 "1" "3" "1565325153" "18b4a8f2b3e59fce02cad1d24ee87c9a" 0 2 52 0 0 1 0 1 0 0
"813" 117 "1565003643_endBrnoc663c01d00620b3be544d0e6c1066e95.csv" 1 "1" "4" "1565003643" "c663c01d00620b3be544d0e6c1066e95" 1 1 55 0 0 1 0 1 0 0
"814" 117 "1566049645_endBrno10357.csv" 0 "4" "1" "1566049645" "10357" 1 2 19 0 0 1 0 1 0 1
"815" 118 "1565957855_endBrno98908a98b658191b29a1a788ac69568b.csv" 1 "6" "1" "1565957855" "98908a98b658191b29a1a788ac69568b" 0 3 34 0 0 0 0 0 1 0
"816" 118 "1565405572_endBrno13dbdaab2a73e262231c2320aa7f94fe.csv" 0 "4" "2" "1565405572" "13dbdaab2a73e262231c2320aa7f94fe" 0 2 44 0 0 0 0 0 1 1
"817" 118 "1565001334_endBrnodde264b1272a442a22f6fae5b2007326.csv" 0 "5" "0" "1565001334" "dde264b1272a442a22f6fae5b2007326" 1 2 21 0 0 0 0 0 1 1
"818" 118 "1565634286_endBrno10487.csv" 0 "4" "4" "1565634286" "10487" 0 2 26 0 0 0 0 0 1 1
"819" 118 "1565374503_endBrno10040.csv" 0 "6" "0" "1565374503" "10040" 1 3 43 0 0 0 0 0 1 1
"820" 118 "1565380705_endBrno704674a92653192359ac11a2167cefde.csv" 0 "3" "3" "1565380705" "704674a92653192359ac11a2167cefde" 0 3 48 0 0 0 0 0 1 1
"821" 118 "1565016341_endBrno9b238cfe6378792d3cadeb03ac8cfcfe.csv" 0 "5" "1" "1565016341" "9b238cfe6378792d3cadeb03ac8cfcfe" 1 2 39 0 0 0 0 0 1 1
"822" 118 "1565348214_endBrno10018.csv" 0 "5" "2" "1565348214" "10018" 1 3 30 0 0 0 0 0 1 1
"823" 118 "1565630030_endBrno10260.csv" 0 "5" "2" "1565630030" "10260" 1 3 43 0 0 0 0 0 1 1
"824" 118 "1565436000_endBrno0e230622982dbccee4a9ab989610d004.csv" 0 "4" "1" "1565436000" "0e230622982dbccee4a9ab989610d004" 1 1 57 0 0 0 0 0 1 1
"825" 118 "1566927674_endBrno4ab5bcb300bc89d3ba5433f35f0b6bdf.csv" 1 "5" "2" "1566927674" "4ab5bcb300bc89d3ba5433f35f0b6bdf" 1 0 64 0 0 0 0 0 1 0
"826" 118 "1565698578_endBrno10148.csv" 0 "5" "1" "1565698578" "10148" 0 3 29 0 0 0 0 0 1 1
"827" 118 "1565370786_endBrno10046.csv" 1 "4" "3" "1565370786" "10046" 1 3 29 0 0 0 0 0 1 0
"828" 119 "1565332922_endBrno0ea77623808d321541fd165230fdb628.csv" 1 "4" "3" "1565332922" "0ea77623808d321541fd165230fdb628" 0 1 55 0 0 1 0 1 0 0
"829" 119 "1565365681_endBrno10151.csv" 1 "3" "6" "1565365681" "10151" 0 2 27 0 0 1 0 1 0 0
"830" 119 "1565032458_endBrno4ba50b439da3387f288efc9740df2f8b.csv" 1 "4" "3" "1565032458" "4ba50b439da3387f288efc9740df2f8b" 0 2 51 0 0 1 0 1 0 0
"831" 119 "1565475847_endBrno10143.csv" 1 "6" "0" "1565475847" "10143" 0 2 28 0 0 1 0 1 0 0
"832" 119 "1565084108_endBrno9999.csv" 1 "4" "2" "1565084108" "9999" 0 1 25 0 0 1 0 1 0 0
"833" 119 "1564995529_endBrnocf920a9a399354527ff7736707a2a84c.csv" 1 "5" "2" "1564995529" "cf920a9a399354527ff7736707a2a84c" 1 3 36 0 0 1 0 1 0 0
"834" 119 "1565619260_endBrno10361.csv" 1 "6" "0" "1565619260" "10361" 1 2 22 0 0 1 0 1 0 0
"835" 119 "1565546497_endBrnoe05ba4238c989340d5ddc70f942842df.csv" 1 "4" "3" "1565546497" "e05ba4238c989340d5ddc70f942842df" 1 1 32 0 0 1 0 1 0 0
"836" 120 "1565112168_endBrnob7ceca202370f1681d2dbd2895e69289.csv" 1 "5" "3" "1565112168" "b7ceca202370f1681d2dbd2895e69289" 1 2 23 0 0 1 0 1 0 0
"837" 120 "1565006786_endBrnod1d53373fa490a4ed8f4eb5f1c9af634.csv" 1 "6" "2" "1565006786" "d1d53373fa490a4ed8f4eb5f1c9af634" 1 3 64 0 0 1 0 1 0 0
"838" 120 "1565365551_endBrno10132.csv" 1 "5" "2" "1565365551" "10132" 0 2 27 0 0 1 0 1 0 0
"839" 120 "1565454492_endBrno10131.csv" 1 "2" "3" "1565454492" "10131" 0 3 53 0 0 1 0 1 0 0
"840" 120 "1565003611_endBrnob608f55124491dba84e764148c0c9f36.csv" 1 "6" "5" "1565003611" "b608f55124491dba84e764148c0c9f36" 1 3 37 0 0 1 0 1 0 0
"841" 120 "1565027695_endBrnoce017c6e1575d59b4cb8618cc9bd9831.csv" 1 "4" "3" "1565027695" "ce017c6e1575d59b4cb8618cc9bd9831" 1 1 28 0 0 1 0 1 0 0
"842" 121 "1565009493_endBrnofc968a019df36b662bf3d5e6a0bd61df.csv" 1 "2" "0" "1565009493" "fc968a019df36b662bf3d5e6a0bd61df" 1 0 57 0 0 1 1 1 1 0
"843" 121 "1565675841_endBrno10500.csv" 1 "5" "4" "1565675841" "10500" 1 3 60 0 0 1 1 1 1 0
"844" 121 "1566770930_endBrno10089.csv" 1 "1" "4" "1566770930" "10089" 1 2 26 0 0 1 1 1 1 0
"845" 121 "1565002010_endBrnod5d040abcd6310433674a13124eabc71.csv" 1 "4" "4" "1565002010" "d5d040abcd6310433674a13124eabc71" 1 2 25 0 0 1 1 1 1 0
"846" 121 "1565344214_endBrno10189.csv" 1 "3" "3" "1565344214" "10189" 0 3 54 0 0 1 1 1 1 0
"847" 121 "1565379453_endBrnobcef2b6d4f15c011963b929ef97ae6a7.csv" 0 "2" "3" "1565379453" "bcef2b6d4f15c011963b929ef97ae6a7" 0 1 39 0 0 1 1 1 1 1
"848" 121 "1565620888_endBrno10342.csv" 1 "5" "1" "1565620888" "10342" 1 0 19 0 0 1 1 1 1 0
"849" 121 "1565110333_endBrno3f5531334d8fc03ed12f62d007ddd3f3.csv" 1 "1" "5" "1565110333" "3f5531334d8fc03ed12f62d007ddd3f3" 1 3 29 0 0 1 1 1 1 0
"850" 121 "1566739398_endBrno2a55b4fad2ef45022a589fdda0d403ba.csv" 1 "1" "5" "1566739398" "2a55b4fad2ef45022a589fdda0d403ba" 1 1 36 0 0 1 1 1 1 0
"851" 121 "1565365818_endBrno10128.csv" 1 "1" "5" "1565365818" "10128" 0 2 27 0 0 1 1 1 1 0
"852" 121 "1565610540_endBrno6f114e9e246ff9176990d3bbcf5e0088.csv" 1 "3" "3" "1565610540" "6f114e9e246ff9176990d3bbcf5e0088" 1 1 43 0 0 1 1 1 1 0
"853" 121 "1565377609_endBrno53392a8ef4c432d45e651bc2b42e860a.csv" 1 "5" "3" "1565377609" "53392a8ef4c432d45e651bc2b42e860a" 1 3 38 0 0 1 1 1 1 0
"854" 121 "1565627281_endBrno10293.csv" 1 "3" "4" "1565627281" "10293" 1 3 52 0 0 1 1 1 1 0
"855" 121 "1564996168_endBrno5cda08c3cd1d5dd4877056d91efd2943.csv" 0 "2" "5" "1564996168" "5cda08c3cd1d5dd4877056d91efd2943" 1 1 28 0 0 1 1 1 1 1
"856" 121 "1565408677_endBrno276627c385709e50b6fa0df8e3d009e2.csv" 1 "1" "5" "1565408677" "276627c385709e50b6fa0df8e3d009e2" 1 3 27 0 0 1 1 1 1 0
"857" 121 "1565001065_endBrno807095cdc09ca1b94807517e14227c0a.csv" 0 "3" "2" "1565001065" "807095cdc09ca1b94807517e14227c0a" 0 1 39 0 0 1 1 1 1 1
"858" 121 "1565471896_endBrno69640b51810826c662cfd8ee9aaa5c3f.csv" 1 "2" "3" "1565471896" "69640b51810826c662cfd8ee9aaa5c3f" 1 2 52 0 0 1 1 1 1 0
"859" 121 "1565641610_endBrno41c9b1176e65b00b18310afb80d1ded8.csv" 1 "3" "4" "1565641610" "41c9b1176e65b00b18310afb80d1ded8" 1 2 43 0 0 1 1 1 1 0
"860" 122 "1565349768_endBrno10051.csv" 1 "5" "1" "1565349768" "10051" 1 2 35 0 0 0 0 0 1 0
"861" 122 "1565002332_endBrno8b75eca59f0af576673aaa490b9633c1.csv" 1 "5" "2" "1565002332" "8b75eca59f0af576673aaa490b9633c1" 1 1 29 0 0 0 0 0 1 0
"862" 122 "1565600275_endBrno10062.csv" 1 "5" "2" "1565600275" "10062" 1 2 40 0 0 0 0 0 1 0
"863" 122 "1565414674_endBrno3992ccb049418c1eced0623deebe45a2.csv" 1 "5" "0" "1565414674" "3992ccb049418c1eced0623deebe45a2" 0 2 65 0 0 0 0 0 1 0
"864" 122 "1565778053_endBrno10419.csv" 1 "6" "1" "1565778053" "10419" 1 2 41 0 0 0 0 0 1 0
"865" 122 "1565001498_endBrnofcb531426bec9fe163f327f2dda7478e.csv" 1 "4" "3" "1565001498" "fcb531426bec9fe163f327f2dda7478e" 1 1 43 0 0 0 0 0 1 0
"866" 122 "1564763830_endBrno2818c537ec6063387b2c9c78d8247fac.csv" 1 "5" "2" "1564763830" "2818c537ec6063387b2c9c78d8247fac" 1 2 22 0 0 0 0 0 1 0
"867" 122 "1565417322_endBrno7e5d646fbf1038cebcda1a9bf7c8cd17.csv" 1 "5" "1" "1565417322" "7e5d646fbf1038cebcda1a9bf7c8cd17" 1 2 41 0 0 0 0 0 1 0
"868" 122 "1565594943_endBrno6a77b03d03061a6532e6e46f26998425.csv" 1 "5" "2" "1565594943" "6a77b03d03061a6532e6e46f26998425" 1 3 39 0 0 0 0 0 1 0
"869" 124 "1565070271_endBrno0000.csv" 1 "6" "6" "1565070271" "0000" 1 2 11 1 0 0 0 1 0 0
"870" 124 "1565688222_endBrno10315.csv" 1 "4" "2" "1565688222" "10315" 1 2 52 1 0 0 0 1 0 0
"871" 124 "1565192246_endBrno149503260ce334af9aeb32eabd7697bc.csv" 0 "5" "4" "1565192246" "149503260ce334af9aeb32eabd7697bc" 0 0 32 1 0 0 0 1 0 1
"872" 124 "1565198846_endBrnof6e6828790bf69fae60c6ff2d5ecc0ae.csv" 1 "2" "3" "1565198846" "f6e6828790bf69fae60c6ff2d5ecc0ae" 1 3 66 1 0 0 0 1 0 0
"873" 124 "1565000711_endBrnobd88543cf7a4cc3a661d1d8df7efbf3e.csv" 1 "5" "3" "1565000711" "bd88543cf7a4cc3a661d1d8df7efbf3e" 0 2 44 1 0 0 0 1 0 0
