"num.picture" "id" "task1" "task2" "task3" "date" "personID" "gender" "educ" "age" "clouds" "water" "trees_30" "trees_5" "bush" "shade" "experience"
"122" 18 "1564498655_endCBf363a0543ef327acb02be11d6cfc3c2f.csv" 1 "4" "3" "1564498655" "f363a0543ef327acb02be11d6cfc3c2f" 1 2 33 0 0 1 0 1 0 0
"123" 18 "1564504755_endCB86e1b42317fd8e607adf4d29bc1bbfe9.csv" 1 "3" "3" "1564504755" "86e1b42317fd8e607adf4d29bc1bbfe9" 0 2 43 0 0 1 0 1 0 0
"124" 19 "1566999187_secondLastTrialendCB65da2d32-9e48-f9a3-f896-1bf1fc9f53e4.csv" 1 "6" "2" "1566999187" "65da2d32-9e48-f9a3-f896-1bf1fc9f53e4" 1 1 42 0 0 1 1 1 1 0
"125" 19 "1566998817_secondLastTrialendCB63681560-36b5-c187-4ac4-234340fccfbd.csv" 0 "5" "3" "1566998817" "63681560-36b5-c187-4ac4-234340fccfbd" 1 3 26 0 0 1 1 1 1 1
"126" 19 "1565381283_endCBc96d5aa574cbce1c13b17dae90732663.csv" 1 "4" "5" "1565381283" "c96d5aa574cbce1c13b17dae90732663" 1 1 33 0 0 1 1 1 1 0
"127" 19 "1567020434_secondLastTrialendCB1337b99f-d811-6f15-153b-8f1ce55a2758.csv" 1 "5" "3" "1567020434" "1337b99f-d811-6f15-153b-8f1ce55a2758" 1 2 50 0 0 1 1 1 1 0
"128" 19 "1565426042_endCB20044.csv" 1 "5" "1" "1565426042" "20044" 0 3 58 0 0 1 1 1 1 0
"129" 19 "1567004182_secondLastTrialendCBac2bfb05-df9c-2d9b-09a1-cd00844e32d2.csv" 1 "3" "4" "1567004182" "ac2bfb05-df9c-2d9b-09a1-cd00844e32d2" 1 3 22 0 0 1 1 1 1 0
"130" 20 "1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv" 1 "6" "0" "1564589435" "8ccabcaf77ff1540fe972ae5ef34abad" 0 2 61 0 0 1 1 1 0 0
"131" 20 "1565351529_endCB20001.csv" 0 "5" "3" "1565351529" "20001" 1 3 26 0 0 1 1 1 0 1
"132" 21 "1567001660_secondLastTrialendCB20dfbba7-4690-6ce0-fd03-8df4ebd5b860.csv" 0 "5" "0" "1567001660" "20dfbba7-4690-6ce0-fd03-8df4ebd5b860" 1 3 27 0 0 0 0 0 1 1
"133" 21 "1567001162_secondLastTrialendCB41597fd1-82e6-ab56-7b75-497242ce7d0d.csv" 0 "4" "2" "1567001162" "41597fd1-82e6-ab56-7b75-497242ce7d0d" 1 1 57 0 0 0 0 0 1 1
"134" 21 "1567006494_secondLastTrialendCB44b06bfe-0fa7-eff6-b65a-5d9bdc571439.csv" 0 "5" "1" "1567006494" "44b06bfe-0fa7-eff6-b65a-5d9bdc571439" 1 1 26 0 0 0 0 0 1 1
"135" 21 "1565344770_endCB20024.csv" 0 "4" "2" "1565344770" "20024" 1 2 50 0 0 0 0 0 1 1
"136" 21 "1567000966_secondLastTrialendCB5d0d81d8-bc7c-5564-2f7c-b726939b530f.csv" 1 "5" "3" "1567000966" "5d0d81d8-bc7c-5564-2f7c-b726939b530f" 1 0 20 0 0 0 0 0 1 0
