"y";"x";"availability"
"337";49.2253866947933;16.5930647028289;"1"
"340";49.1782833240228;16.5970555880034;"1"
"341";49.1929151667325;16.656903463708;"1"
"342";49.1653819363092;16.5818687742075;"1"
"343";49.1892596170346;16.6087678026986;"1"
"345";49.2186213687113;16.5925741893688;"1"
"347";49.1692100764123;16.5557545071721;"1"
"348";49.188871106875;16.6252653517647;"1"
"350";49.1945428476397;16.5569376083787;"1"
"351";49.2198108376112;16.5740743063467;"1"
"354";49.18944782166;16.6297999744185;"1"
"355";49.2065767516045;16.6616217912969;"1"
"357";49.1679741064507;16.6170712029184;"1"
"358";49.1933624785606;16.6322596960937;"1"
"360";49.2091915028743;16.6363046815565;"1"
"361";49.1760698340445;16.5523452144949;"1"
"363";49.1645321908745;16.6025130179916;"1"
"365";49.1961428460757;16.6436934500998;"1"
"367";49.2228756761929;16.6244915154618;"1"
"368";49.1639772720124;16.5776348408373;"1"
"370";49.1654276429465;16.631534167228;"1"
"372";49.1753233549003;16.5810961548996;"1"
"373";49.1892505021269;16.6484504996744;"1"
"374";49.2070731765554;16.6055458410525;"1"
"379";49.21230085589;16.5982442260183;"1"
"381";49.1977441440742;16.5844052341015;"1"
"384";49.1634428389748;16.563835733984;"1"
"385";49.1764160860291;16.5755816556523;"1"
"386";49.2047108206917;16.5646381156999;"1"
"387";49.162988634223;16.6274157476217;"1"
"388";49.1719178747327;16.5732116272661;"1"
"390";49.163418676283;16.6559374178407;"1"
"392";49.2215761501033;16.6332031408015;"1"
"394";49.2160514275799;16.6236226792188;"1"
"395";49.1602990245416;16.5703333321809;"1"
"397";49.1830996241503;16.6139653818298;"1"
"398";49.2049308177428;16.6108803959726;"1"
"400";49.1644463769292;16.592212359134;"1"
"402";49.1994428471375;16.5977250023784;"1"
"403";49.230186856358;16.6350836305296;"1"
"405";49.2170995757082;16.6149511754371;"1"
"406";49.2274337959238;16.5727096924875;"1"
"407";49.1636614079493;16.6352196204009;"1"
"409";49.221606383521;16.6203038482909;"1"
"410";49.2249943765683;16.5976464738795;"1"
"411";49.2201997326466;16.6372220680428;"1"
"412";49.2136220537726;16.6406563575142;"1"
"413";49.2109201109931;16.6581607711471;"1"
"414";49.1771907761381;16.5756953818191;"1"
"415";49.2061045597622;16.6471542279801;"1"
"416";49.1714498332215;16.5977567536146;"1"
"417";49.1991259140175;16.6083049015777;"1"
"419";49.2116179962559;16.5665466291221;"1"
"420";49.2295833540004;16.5972068637258;"1"
"422";49.1950551669114;16.6516222444232;"1"
"426";49.2235947554004;16.5739426766883;"1"
"428";49.1989682593193;16.5987359483219;"1"
"429";49.1991741610821;16.5891828412215;"1"
"430";49.226926526466;16.5822472429756;"1"
"431";49.2112125130662;16.6248180870076;"1"
"432";49.1715032049847;16.6380325966438;"1"
"433";49.20943574387;16.6002567859924;"1"
"435";49.2254922012224;16.58187474082;"1"
"437";49.2110992276838;16.5937367500229;"1"
"438";49.1889208710377;16.6546591378219;"1"
"439";49.2233177611479;16.632721227054;"1"
"440";49.1823412857887;16.6167624272598;"1"
"441";49.2210463544304;16.6414081025199;"1"
"444";49.205125314364;16.6070716237967;"1"
"446";49.1707906530129;16.612940668583;"1"
"447";49.2075236123011;16.6485472761726;"1"
"448";49.2235588527866;16.6211907091986;"1"
"449";49.1983961973695;16.6193004046283;"1"
"451";49.1723142616691;16.5799534002466;"1"
"452";49.2225366917553;16.637162575935;"1"
"453";49.210875722356;16.6615573888421;"1"
"455";49.1968191337801;16.6344144372917;"1"
"458";49.1789037100724;16.6185702867212;"1"
"459";49.2180455319207;16.6149932693416;"1"
"461";49.2193068094492;16.5929170109121;"1"
"466";49.2092922566108;16.5731384496252;"1"
"468";49.1901344367969;16.5951450120577;"1"
"470";49.2080290751413;16.6147994737946;"1"
"471";49.1755272494473;16.5674329429876;"1"
"472";49.204299975363;16.5837475656979;"1"
"476";49.2075053016495;16.6592316266093;"1"
"478";49.2296284028129;16.6032709404489;"1"
"479";49.1762935578749;16.6314409454304;"1"
"481";49.1933498367883;16.609462661278;"1"
"482";49.1904118931439;16.6135062179356;"1"
"483";49.2046605606431;16.624472622935;"1"
"484";49.1860785902561;16.5928561607814;"1"
"486";49.1700401646717;16.5601084316293;"1"
"487";49.1899596913069;16.6355759617651;"1"
"489";49.2031800973918;16.6358375049825;"1"
"490";49.2187055548319;16.5692369243476;"1"
"491";49.1656196966471;16.6177780705646;"1"
"492";49.1844744683621;16.6357767611019;"1"
"493";49.2119441054984;16.6521636654571;"1"
"495";49.2008658061822;16.624112979821;"1"
"496";49.209015975363;16.5890740580329;"1"
"497";49.2120900961427;16.6183164794172;"1"
"498";49.1814477725328;16.5612140633112;"1"
"499";49.1835910453651;16.618471979103;"1"
"502";49.1933142608863;16.639914501736;"1"
"503";49.1910189465218;16.6458862834236;"1"
"507";49.1919869613703;16.6339172153596;"1"
"510";49.2148902106548;16.6391534010785;"1"
"519";49.2014488383024;16.6241345347574;"1"
"520";49.1805556165198;16.5884458828347;"1"
"522";49.1758828745018;16.5791931225543;"1"
"523";49.2253205012312;16.5919041037888;"1"
"527";49.1622252198079;16.5562724292616;"1"
"529";49.2179855100922;16.6214215908434;"1"
"530";49.224732073614;16.5782397733383;"1"
"531";49.2011708111682;16.5797146189947;"1"
"532";49.1981807642321;16.6205525388806;"1"
"533";49.1797698266592;16.5965244556696;"1"
"534";49.2061614194472;16.6396324197804;"1"
"535";49.1850530027678;16.5648915577981;"1"
"537";49.1664789493839;16.623321841778;"1"
"538";49.1941070757023;16.6239532997144;"1"
"540";49.198860985432;16.6084414850745;"1"
"542";49.1777582146931;16.6190910826728;"1"
"543";49.1910065950027;16.6580185352394;"1"
"544";49.1927307365645;16.5756904887205;"1"
"546";49.1831211558263;16.5994532259179;"1"
"547";49.1973790275548;16.6429384372279;"1"
"552";49.1936264077892;16.5765233980083;"1"
"561";49.1692719330985;16.569100323858;"1"
"563";49.1723528001499;16.6267268364899;"1"
"565";49.1637906924943;16.5785222686163;"1"
"568";49.1895193943651;16.6192026431324;"1"
"569";49.2200143592685;16.5748893683599;"1"
"571";49.2247035502574;16.6206252963509;"1"
"572";49.1855045144388;16.6402314672601;"1"
"573";49.1786242394245;16.5737997108801;"1"
"574";49.1814101255496;16.6250551010538;"1"
"576";49.1918760380891;16.5944691548615;"1"
"578";49.2260368334117;16.5981257751994;"1"
"579";49.2204572495338;16.6124829232727;"1"
"582";49.1712222089535;16.5533277624671;"1"
"583";49.1994986085585;16.6148536161177;"1"
"584";49.2043232388719;16.5851050846191;"1"
"585";49.1679478666597;16.5562449876431;"1"
"587";49.2037065744169;16.5813529925531;"1"
"589";49.189928399018;16.65638799324;"1"
"590";49.2122850708788;16.6196126523997;"1"
"594";49.2266224003413;16.6174393005008;"1"
"596";49.2251568878006;16.6260687894395;"1"
"597";49.2018699786559;16.6220413746895;"1"
"599";49.2091113062127;16.6206152581996;"1"
"601";49.2203038869007;16.5828366566318;"1"
"602";49.2196531266828;16.5711171500604;"1"
"603";49.205260566927;16.570682131989;"1"
"605";49.2290647367314;16.5990608649172;"1"
"607";49.2073072905335;16.644596778769;"1"
"609";49.1815825095885;16.6079093695572;"1"
"610";49.1866501298136;16.5953474450083;"1"
"611";49.1979230463467;16.5803330670492;"1"
"612";49.2069927096122;16.6401250178675;"1"
"613";49.2127778133279;16.5856931642469;"1"
"614";49.1633740355019;16.560574804684;"1"
"618";49.2021509952754;16.6249647478287;"1"
"619";49.1961858106039;16.6373109806828;"1"
"620";49.1915568454592;16.6051323479436;"1"
"621";49.1882486597466;16.6540073099004;"1"
"624";49.2028990458973;16.6425999341946;"1"
"625";49.1608608448127;16.5889433885858;"1"
"629";49.1950865310676;16.5861608635618;"1"
"630";49.1803464200483;16.6177459427515;"1"
"632";49.1773438616713;16.618658149305;"1"
"633";49.1593495634365;16.6003512868281;"1"
"637";49.1983686930912;16.5835191042699;"1"
"639";49.1929690590042;16.5804008887983;"1"
"642";49.229895606712;16.5726193963482;"1"
"643";49.2040315730091;16.6079339698684;"1"
"646";49.2306010989367;16.5911024915042;"1"
"647";49.2134593245879;16.5582440801292;"1"
"648";49.1909023996054;16.6490992886093;"1"
"651";49.2186891090285;16.5779907381897;"1"
"652";49.159488761648;16.627380178283;"1"
"654";49.1607098250095;16.6014042845901;"1"
"657";49.1942874859373;16.6474846271598;"1"
"659";49.2231708492321;16.5803325420339;"1"
"661";49.211423679728;16.6195002428851;"1"
"663";49.2047132851841;16.6415114952942;"1"
"664";49.163707801285;16.5574123707924;"1"
"665";49.223610150918;16.5851412303861;"1"
"668";49.1715535644571;16.5832406769021;"1"
"669";49.1957215504683;16.6030281304598;"1"
"670";49.1731380611001;16.6320504406275;"1"
"673";49.1879384493927;16.5951920579864;"1"
"674";49.2226432292656;16.5793413723988;"1"
"675";49.1988444482733;16.6559729011164;"1"
"678";49.2266236641784;16.6498636356429;"1"
"679";49.2230232104416;16.5746897923552;"1"
"681";49.1988565518329;16.6045108152134;"1"
"684";49.2130979799752;16.5842112315228;"1"
"685";49.1769471685112;16.643124681023;"1"
"686";49.2040974855703;16.5879943163049;"1"
"687";49.1833867904815;16.6478863654815;"1"
"688";49.2174497388496;16.5550327504388;"1"
"689";49.1633742096438;16.6112688627735;"1"
"691";49.2063804879085;16.648350020574;"1"
"692";49.2055776542841;16.6054294660192;"1"
"693";49.2166035967644;16.5764035904186;"1"
"694";49.1645697223966;16.6078786533008;"1"
"697";49.2061639086956;16.5869637583342;"1"
"698";49.2253892466067;16.6118473799732;"1"
"699";49.2042290918068;16.5852517991019;"1"
"703";49.1970395410465;16.630263019097;"1"
"704";49.1651863821338;16.6031427502463;"1"
"705";49.2271461434258;16.5757703169555;"1"
"707";49.2043391839716;16.5970611240451;"1"
"708";49.1909582218577;16.622150616174;"1"
"709";49.2250372308033;16.5581728514791;"1"
"710";49.1657449278845;16.6143726434166;"1"
"711";49.2074592133705;16.629701976198;"1"
"713";49.2083881612111;16.6585346516147;"1"
"714";49.1622896311415;16.5648314996877;"1"
"715";49.1802997363094;16.5728471158913;"1"
"716";49.1690904929993;16.5725144911333;"1"
"718";49.2218762000482;16.5743779978969;"1"
"721";49.1813549556708;16.6425218743919;"1"
"722";49.192684406594;16.5630876288731;"1"
"723";49.2056629590737;16.6586912430594;"1"
"724";49.21895942901;16.552588567642;"1"
"725";49.2063698136426;16.606645833228;"1"
"726";49.2267817524642;16.6601764269891;"1"
"727";49.2140018616736;16.6002341285137;"1"
"730";49.1946174838813;16.6602851394464;"1"
"731";49.1910936648332;16.6534414529898;"1"
"732";49.1876275185655;16.5533401601209;"1"
"734";49.1967663188507;16.6113878310951;"1"
"735";49.1817237190335;16.6201215934468;"1"
"736";49.2110241852112;16.6390989570747;"1"
"737";49.1850367846525;16.6048477181331;"1"
"738";49.2278838490776;16.6405874024312;"1"
"739";49.2114066181766;16.6604147658646;"1"
"741";49.1786927924871;16.581806185363;"1"
"742";49.1777845802644;16.5628425521395;"1"
"745";49.2067179398277;16.6169694020551;"1"
"746";49.2152128861052;16.5520947236593;"1"
"747";49.1975545072712;16.6051394793459;"1"
"748";49.2130954415483;16.623929897821;"1"
"750";49.2030285535459;16.6249291672466;"1"
"751";49.1852790772299;16.6126503705699;"1"
"753";49.229299201227;16.5949623568722;"1"
"756";49.1942202660452;16.6492475430279;"1"
"757";49.212439332528;16.6279202976132;"1"
"758";49.1980683574776;16.6525930686553;"1"
"760";49.2300599645882;16.6195037637788;"1"
"761";49.163198015539;16.555649660295;"1"
"762";49.2206451048251;16.623080119076;"1"
"764";49.2099894844989;16.6153636221951;"1"
"765";49.2255285810676;16.5828135244775;"1"
"766";49.1816364637418;16.6190055961242;"1"
"768";49.2066010774855;16.6149103421468;"1"
"770";49.1835725041914;16.5849796356832;"1"
"771";49.2042831010733;16.6494390317631;"1"
"772";49.216026178277;16.6458423160378;"1"
"774";49.1734919821282;16.5599130184138;"1"
"775";49.2279273442666;16.6204740334051;"1"
"778";49.2217212232104;16.5766001360226;"1"
"779";49.1916531273375;16.6158126573775;"1"
"780";49.2117515196699;16.5917539092464;"1"
"783";49.1691897017811;16.5520375139344;"1"
"785";49.2211790915888;16.5758484180011;"1"
"786";49.188127077153;16.6275710160769;"1"
"787";49.1917463597994;16.6469194984633;"1"
"788";49.2189385722796;16.5552746904705;"1"
"789";49.2229592200425;16.6289905938445;"1"
"790";49.169602390603;16.5702999776882;"1"
"791";49.1943346036972;16.6381602515843;"1"
"793";49.1757494542959;16.6262129756667;"1"
"795";49.1656467933942;16.6293736398996;"1"
"796";49.2095063213693;16.5810330465081;"1"
"798";49.1965263632184;16.6422517379267;"1"
"800";49.1964225028517;16.6468949532702;"1"
"801";49.1608047996568;16.5640665783468;"1"
"802";49.197269190468;16.6476401876621;"1"
"804";49.1949192466379;16.5833554457146;"1"
"805";49.2290214247197;16.5889565588138;"1"
"807";49.1899333359715;16.5722191648199;"1"
"808";49.184598224895;16.6002210188722;"1"
"809";49.224549889986;16.624634984335;"1"
"810";49.2121680628849;16.5981321633113;"1"
"811";49.2272504565514;16.6135671400496;"1"
"812";49.1968709385833;16.5734696959178;"1"
"813";49.1984048856747;16.6538814766448;"1"
"814";49.2201760947644;16.6259247681068;"1"
"816";49.2262295922152;16.593363302758;"1"
"817";49.2005753813011;16.5851777616992;"1"
"819";49.2130192347125;16.603596592132;"1"
"820";49.2091849969103;16.6004486980158;"1"
"821";49.2156544740907;16.5607357288975;"1"
"822";49.2299094217663;16.5929955024611;"1"
"823";49.1607710342234;16.594575838551;"1"
"824";49.1602602763437;16.5948348339137;"1"
"825";49.1963533248555;16.5782762879651;"1"
"827";49.2114747137126;16.5537418664756;"1"
"829";49.1901668427702;16.5946123677177;"1"
"830";49.1768656216251;16.6022413724589;"1"
"831";49.2013942932405;16.5845568763585;"1"
"836";49.1911643306036;16.626129452981;"1"
"838";49.2191965192535;16.5741318739692;"1"
"839";49.207500541822;16.6130987597939;"1"
"840";49.1769036543843;16.6204305896292;"1"
"841";49.1631579429727;16.5638606269045;"1"
"842";49.1978546531391;16.6161862084138;"1"
"843";49.1896848108625;16.6228821909692;"1"
"844";49.1982290145976;16.5726965533066;"1"
"845";49.2103838614021;16.6022388311968;"1"
"846";49.192028418186;16.6526942564472;"1"
"847";49.1996263952268;16.6141125636032;"1"
"849";49.1652884605221;16.6337354486064;"1"
"850";49.1596127525872;16.6306651943012;"1"
"851";49.1613326560969;16.6118539626469;"1"
"852";49.2258919622199;16.6591968068471;"1"
"854";49.1780347223621;16.5713738092252;"1"
"855";49.2131903618493;16.6119231448208;"1"
"856";49.2186864175148;16.622773501433;"1"
"857";49.1763462238851;16.5635150996645;"1"
"858";49.2147863076778;16.5561932980403;"1"
"862";49.2083491897929;16.5961466607895;"1"
"863";49.2189951016353;16.5550180008464;"1"
"864";49.1762914330141;16.5974791664092;"1"
"865";49.2108629856275;16.5749364734185;"1"
"867";49.2019365869343;16.5770486193078;"1"
"868";49.1900298765119;16.6597669088535;"1"
"871";49.1810868124792;16.6558176213411;"1"
"872";49.1864443162053;16.6513143133732;"1"
"873";49.2168115613398;16.6561569508403;"1"
"874";49.2263087199031;16.5850371439456;"1"
"876";49.2101815478852;16.5727855312605;"1"
"877";49.172418670651;16.563124366298;"1"
"878";49.1703228253864;16.5614370107756;"1"
"879";49.2039600933096;16.6078883560157;"1"
"882";49.1947387505156;16.5796095109644;"1"
"883";49.2234209260974;16.6008941217696;"1"
"885";49.1940287349869;16.6143578847017;"1"
"888";49.220999087218;16.5563075840003;"1"
"889";49.1876435637559;16.5628585645437;"1"
"890";49.2058691384866;16.5537019213365;"1"
"892";49.211432662754;16.633922436893;"1"
"893";49.223779725965;16.6184436257987;"1"
"895";49.1996970985563;16.5894786241443;"1"
"896";49.2293914757086;16.5879474668289;"1"
"897";49.1787600799955;16.6208694522252;"1"
"899";49.2060913735758;16.6596009863647;"1"
"901";49.2168248637876;16.622412654254;"1"
"904";49.1618130150524;16.6015435583495;"1"
"905";49.1864077791556;16.6523414205426;"1"
"908";49.2110302065753;16.5801045057849;"1"
"909";49.160821685366;16.6372901958422;"1"
"910";49.195272915022;16.5844919946797;"1"
"911";49.1994221134201;16.5802560626943;"1"
"914";49.227794224533;16.5768688579669;"1"
"919";49.2205356258744;16.6577811267546;"1"
"920";49.2270876849398;16.6395361064844;"1"
"921";49.1823714220331;16.6114555483318;"1"
"922";49.1917732810043;16.6020213838464;"1"
"923";49.1988530972191;16.5751610031603;"1"
"925";49.229560641674;16.6168732026495;"1"
"926";49.1927687380996;16.5803416261323;"1"
"928";49.2053735874124;16.6125321811087;"1"
"929";49.1772311239539;16.5627143796963;"1"
"931";49.1993781485848;16.5679999909566;"1"
"933";49.1869573204083;16.554863631837;"1"
"934";49.1593719876437;16.6185890945136;"1"
"936";49.1899681844486;16.6079094598109;"1"
"937";49.2063853472767;16.5725694926815;"1"
"938";49.1641246267346;16.6076676025459;"1"
"939";49.2014944107074;16.594273012742;"1"
"940";49.214436550734;16.6166060196445;"1"
"942";49.1972329788632;16.6160454823915;"1"
"944";49.2161847407267;16.636236751973;"1"
"945";49.2111213015734;16.6186800962014;"1"
"946";49.1682974931055;16.6105826084808;"1"
"947";49.1735631882119;16.5833313089889;"1"
"951";49.2230536845505;16.6297052942762;"1"
"953";49.197168345026;16.5857063080529;"1"
