"","num.picture","id","task1","task2","task3","latitude","longitude","gender","educ","age","rating1","rating2","rating3","rating4","rating5","rating6"
"105",9,"1565030366_endCB86e1b42317fd8e607adf4d29bc1bbfe9.csv",1,4,3,48.9457151723217,14.4659986020287,0,2,43,0,1,1,1,1,1
"106",9,"1566908894_secondLastTrialendCB0000.csv",1,4,4,48.9457151723217,14.4659986020287,1,2,NA,0,1,1,1,1,1
"107",9,"1566992670_lastTrial2endCBfc48f8d5-0c41-c039-e870-ce63e282400c.csv",1,5,2,48.9457151723217,14.4659986020287,1,2,67,0,1,1,1,1,1
"108",9,"1566975805_secondLastTrialendCB20157.csv",1,5,1,48.9457151723217,14.4659986020287,1,3,52,0,1,1,1,1,1
"109",9,"1566975809_endCB20157.csv",1,5,1,48.9457151723217,14.4659986020287,1,3,52,0,1,1,1,1,1
"110",9,"1565108476_endCB88d1ade06176644b13bbdfa7ef87de63.csv",1,6,1,48.9457151723217,14.4659986020287,1,2,33,0,1,1,1,1,1
"111",9,"1566931203_secondLastTrialendCB684420df-86b8-1827-e47a-166f1a7cc60b.csv",1,5,2,48.9457151723217,14.4659986020287,1,3,60,0,1,1,1,1,1
"112",9,"1564490614_endCB6adbd3ba7d36527249c6fe20a3be3f64.csv",1,2,2,48.9457151723217,14.4659986020287,1,3,22,0,1,1,1,1,1
"113",9,"1565430662_endCB20041.csv",1,1,1,48.9457151723217,14.4659986020287,1,3,25,0,1,1,1,1,1
"114",9,"1566931207_lastTrial1endCB684420df-86b8-1827-e47a-166f1a7cc60b.csv",1,5,2,48.9457151723217,14.4659986020287,1,3,60,0,1,1,1,1,1
"115",10,"1567011464_lastTrial1endCB3b7a55c0-6e22-833d-5864-6351b6f7830d.csv",1,5,1,48.9779949608908,14.4725889536781,1,2,28,1,0,0,1,1,0
"116",10,"1566930626_endCB67c0ce40-07dd-f6ca-60e5-f8eb672e4f94.csv",1,2,3,48.9779949608908,14.4725889536781,0,1,45,1,0,0,1,1,0
"117",10,"1566930622_secondLastTrialendCB67c0ce40-07dd-f6ca-60e5-f8eb672e4f94.csv",1,2,3,48.9779949608908,14.4725889536781,0,1,45,1,0,0,1,1,0
"118",10,"1566930626_lastTrial2endCB67c0ce40-07dd-f6ca-60e5-f8eb672e4f94.csv",1,2,3,48.9779949608908,14.4725889536781,0,1,45,1,0,0,1,1,0
"119",10,"1566930626_lastTrial1endCB67c0ce40-07dd-f6ca-60e5-f8eb672e4f94.csv",1,2,3,48.9779949608908,14.4725889536781,0,1,45,1,0,0,1,1,0
"120",10,"1565686491_endCB20105.csv",1,5,4,48.9779949608908,14.4725889536781,1,3,22,1,0,0,1,1,0
"121",10,"1567011464_endCB3b7a55c0-6e22-833d-5864-6351b6f7830d.csv",1,5,1,48.9779949608908,14.4725889536781,1,2,28,1,0,0,1,1,0
"122",10,"1567011462_secondLastTrialendCB3b7a55c0-6e22-833d-5864-6351b6f7830d.csv",1,5,1,48.9779949608908,14.4725889536781,1,2,28,1,0,0,1,1,0
"123",10,"1565682616_endCB20113.csv",0,6,1,48.9779949608908,14.4725889536781,1,3,39,1,0,0,1,1,0
"124",10,"1567011464_lastTrial2endCB3b7a55c0-6e22-833d-5864-6351b6f7830d.csv",1,5,1,48.9779949608908,14.4725889536781,1,2,28,1,0,0,1,1,0
"125",10,"1565030366_endCB86e1b42317fd8e607adf4d29bc1bbfe9.csv",1,4,1,48.9779949608908,14.4725889536781,0,2,43,1,0,0,1,1,0
"126",11,"1566997925_lastTrial2endCBe1b54da4-2868-9b28-9700-7b9e1f39d66e.csv",1,5,2,48.9634953152263,14.458922540672,1,3,29,1,1,0,0,0,0
"127",11,"1567006057_endCB49ae1e82-8828-c8d3-8c26-2885687a865c.csv",1,2,1,48.9634953152263,14.458922540672,1,2,68,1,1,0,0,0,0
"128",11,"1566999602_endCBc979e0a4-8cf9-3770-5b00-d652afd1627a.csv",1,5,4,48.9634953152263,14.458922540672,1,2,63,1,1,0,0,0,0
"129",11,"1567006057_lastTrial2endCB49ae1e82-8828-c8d3-8c26-2885687a865c.csv",1,2,1,48.9634953152263,14.458922540672,1,2,68,1,1,0,0,0,0
"130",11,"1566987714_secondLastTrialendCB20080.csv",1,3,1,48.9634953152263,14.458922540672,1,3,31,1,1,0,0,0,0
"131",11,"1565642793_endCB20139.csv",0,3,3,48.9634953152263,14.458922540672,0,2,20,1,1,0,0,0,0
"132",11,"1565392089_endCB20067.csv",1,5,2,48.9634953152263,14.458922540672,1,2,58,1,1,0,0,0,0
"133",11,"1566932950_lastTrial1endCB44f238b1-26d5-99a5-7114-0ed952066a78.csv",1,2,2,48.9634953152263,14.458922540672,0,2,26,1,1,0,0,0,0
"134",11,"1566997925_endCBe1b54da4-2868-9b28-9700-7b9e1f39d66e.csv",1,5,2,48.9634953152263,14.458922540672,1,3,29,1,1,0,0,0,0
"135",11,"1566999599_secondLastTrialendCBc979e0a4-8cf9-3770-5b00-d652afd1627a.csv",1,5,4,48.9634953152263,14.458922540672,1,2,63,1,1,0,0,0,0
"136",11,"1566987716_lastTrial2endCB20080.csv",1,3,1,48.9634953152263,14.458922540672,1,3,31,1,1,0,0,0,0
"137",11,"1566987716_lastTrial1endCB20080.csv",1,3,1,48.9634953152263,14.458922540672,1,3,31,1,1,0,0,0,0
"138",11,"1566997925_lastTrial1endCBe1b54da4-2868-9b28-9700-7b9e1f39d66e.csv",1,5,2,48.9634953152263,14.458922540672,1,3,29,1,1,0,0,0,0
"139",11,"1567004302_endCB0a0835a9-c34b-0d44-a80c-03231773837d.csv",1,6,1,48.9634953152263,14.458922540672,1,2,38,1,1,0,0,0,0
"140",11,"1566999602_lastTrial2endCBc979e0a4-8cf9-3770-5b00-d652afd1627a.csv",1,5,4,48.9634953152263,14.458922540672,1,2,63,1,1,0,0,0,0
"141",11,"1566987716_endCB20080.csv",1,3,1,48.9634953152263,14.458922540672,1,3,31,1,1,0,0,0,0
"142",11,"1567004302_lastTrial2endCB0a0835a9-c34b-0d44-a80c-03231773837d.csv",1,6,1,48.9634953152263,14.458922540672,1,2,38,1,1,0,0,0,0
"143",11,"1567004298_secondLastTrialendCB0a0835a9-c34b-0d44-a80c-03231773837d.csv",1,6,1,48.9634953152263,14.458922540672,1,2,38,1,1,0,0,0,0
"144",11,"1565427053_endCBba480ca42c1ba0e62ec0e3020ed3016a.csv",1,1,3,48.9634953152263,14.458922540672,1,2,33,1,1,0,0,0,0
"145",11,"1566932950_lastTrial2endCB44f238b1-26d5-99a5-7114-0ed952066a78.csv",1,2,2,48.9634953152263,14.458922540672,0,2,26,1,1,0,0,0,0
"146",11,"1567004302_lastTrial1endCB0a0835a9-c34b-0d44-a80c-03231773837d.csv",1,6,1,48.9634953152263,14.458922540672,1,2,38,1,1,0,0,0,0
"147",11,"1566932950_endCB44f238b1-26d5-99a5-7114-0ed952066a78.csv",1,2,2,48.9634953152263,14.458922540672,0,2,26,1,1,0,0,0,0
"148",11,"1567006057_lastTrial1endCB49ae1e82-8828-c8d3-8c26-2885687a865c.csv",1,2,1,48.9634953152263,14.458922540672,1,2,68,1,1,0,0,0,0
"149",11,"1565066510_endCB7c0e11982d3b5914d84e97a113c9ffea.csv",0,1,3,48.9634953152263,14.458922540672,0,1,46,1,1,0,0,0,0
"150",11,"1565289008_endCB892f2e50883e9c0443251010bfdb7335.csv",1,5,2,48.9634953152263,14.458922540672,1,3,52,1,1,0,0,0,0
"151",11,"1566932947_secondLastTrialendCB44f238b1-26d5-99a5-7114-0ed952066a78.csv",1,2,2,48.9634953152263,14.458922540672,0,2,26,1,1,0,0,0,0
"152",11,"1565364269_endCB20090.csv",1,2,3,48.9634953152263,14.458922540672,0,3,43,1,1,0,0,0,0
"153",11,"1566999602_lastTrial1endCBc979e0a4-8cf9-3770-5b00-d652afd1627a.csv",1,5,4,48.9634953152263,14.458922540672,1,2,63,1,1,0,0,0,0
"154",11,"1566997924_secondLastTrialendCBe1b54da4-2868-9b28-9700-7b9e1f39d66e.csv",1,5,2,48.9634953152263,14.458922540672,1,3,29,1,1,0,0,0,0
"155",11,"1567006053_secondLastTrialendCB49ae1e82-8828-c8d3-8c26-2885687a865c.csv",1,2,1,48.9634953152263,14.458922540672,1,2,68,1,1,0,0,0,0
"156",12,"1566974952_lastTrial2endCB20029.csv",0,4,4,48.9740834407109,14.5064401190886,1,3,46,0,1,0,1,0,1
