"","id","num.picture","task1","task2","task3","city"
"161","1564573761_endCB0d7ce2a1a24b6c0359603a19918a6845.csv",217,1,2,3,"CB"
"162","1564573761_endCB0d7ce2a1a24b6c0359603a19918a6845.csv",679,1,4,3,"CB"
"163","1564573761_endCB0d7ce2a1a24b6c0359603a19918a6845.csv",336,1,5,2,"CB"
"164","1564573761_endCB0d7ce2a1a24b6c0359603a19918a6845.csv",401,0,4,2,"CB"
"165","1564573761_endCB0d7ce2a1a24b6c0359603a19918a6845.csv",7,1,5,3,"CB"
"166","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",546,1,5,1,"CB"
"167","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",707,1,5,1,"CB"
"168","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",90,1,5,1,"CB"
"169","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",391,1,5,3,"CB"
"170","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",366,1,5,3,"CB"
"171","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",42,1,4,2,"CB"
"172","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",447,1,4,2,"CB"
"173","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",552,1,6,3,"CB"
"174","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",265,1,6,1,"CB"
"175","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",20,1,6,2,"CB"
"176","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",59,1,5,0,"CB"
"177","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",788,1,6,1,"CB"
"178","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",521,1,4,1,"CB"
"179","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",295,1,4,0,"CB"
"180","1564589435_endCB8ccabcaf77ff1540fe972ae5ef34abad.csv",482,1,5,1,"CB"
"181","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",758,1,5,2,"CB"
"182","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",681,1,6,1,"CB"
"183","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",117,1,6,0,"CB"
"184","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",588,1,6,0,"CB"
"185","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",141,1,5,2,"CB"
"186","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",120,1,4,0,"CB"
"187","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",410,0,5,2,"CB"
"188","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",128,1,4,1,"CB"
"189","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",550,1,6,0,"CB"
"190","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",30,0,6,1,"CB"
"191","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",121,0,6,2,"CB"
"192","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",223,1,5,1,"CB"
"193","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",778,1,5,1,"CB"
"194","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",146,1,5,0,"CB"
"195","1564665329_endCB88d1ade06176644b13bbdfa7ef87de63.csv",218,0,6,4,"CB"
"196","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",98,0,5,1,"CB"
"197","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",474,1,5,1,"CB"
"198","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",638,1,6,2,"CB"
"199","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",635,1,6,1,"CB"
"200","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",514,0,4,1,"CB"
"201","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",506,1,5,1,"CB"
"202","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",347,1,4,1,"CB"
"203","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",47,1,5,2,"CB"
"204","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",395,0,4,1,"CB"
"205","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",618,1,6,1,"CB"
"206","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",217,1,4,1,"CB"
"207","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",158,1,4,3,"CB"
"208","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",74,1,6,2,"CB"
"209","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",789,0,5,1,"CB"
"210","1564665552_endCB88d1ade06176644b13bbdfa7ef87de63.csv",602,0,5,3,"CB"
"211","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",261,1,1,4,"CB"
"212","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",521,1,5,3,"CB"
"213","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",635,1,4,3,"CB"
"214","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",614,1,5,2,"CB"
"215","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",107,1,5,2,"CB"
"216","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",156,1,1,2,"CB"
"217","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",152,1,6,2,"CB"
"218","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",669,1,6,2,"CB"
"219","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",621,1,6,2,"CB"
"220","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",698,1,6,3,"CB"
"221","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",483,1,6,2,"CB"
"222","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",278,1,6,5,"CB"
"223","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",741,1,6,5,"CB"
"224","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",592,1,6,3,"CB"
"225","1564666076_endCB8c92cc3a769460428ad6d6c0719096a8.csv",393,1,6,2,"CB"
"226","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",512,1,5,4,"CB"
"227","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",743,1,5,2,"CB"
"228","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",60,1,5,2,"CB"
"229","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",697,1,5,2,"CB"
"230","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",692,1,5,2,"CB"
"231","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",321,1,5,2,"CB"
"232","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",459,1,1,2,"CB"
"233","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",39,1,1,2,"CB"
"234","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",288,1,4,4,"CB"
"235","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",671,1,1,4,"CB"
"236","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",298,1,1,4,"CB"
"237","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",643,1,3,3,"CB"
"238","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",501,1,5,2,"CB"
"239","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",496,1,5,5,"CB"
"240","1564666257_endCB8c92cc3a769460428ad6d6c0719096a8.csv",463,1,2,1,"CB"
"241","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",345,1,3,2,"CB"
"242","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",496,1,5,3,"CB"
"243","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",463,1,5,2,"CB"
"244","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",313,1,5,1,"CB"
"245","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",642,1,5,1,"CB"
"246","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",115,1,5,1,"CB"
"247","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",590,1,4,1,"CB"
"248","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",86,1,5,1,"CB"
"249","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",164,1,5,2,"CB"
"250","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",407,1,6,1,"CB"
"251","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",117,1,5,2,"CB"
"252","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",692,1,5,1,"CB"
"253","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",484,1,6,2,"CB"
"254","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",259,1,6,1,"CB"
"255","1564666920_endCB8abf8bad79bf0e12c4db7af85cf5d2df.csv",443,1,6,2,"CB"
"256","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",729,1,6,2,"CB"
"257","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",403,1,4,5,"CB"
"258","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",547,1,4,4,"CB"
"259","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",334,1,4,5,"CB"
"260","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",588,1,6,4,"CB"
"261","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",124,1,5,4,"CB"
"262","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",6,1,4,2,"CB"
"263","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",782,1,5,5,"CB"
"264","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",750,1,4,5,"CB"
"265","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",450,1,4,5,"CB"
"266","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",223,1,4,2,"CB"
"267","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",762,1,4,2,"CB"
"268","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",696,1,5,4,"CB"
"269","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",542,0,6,2,"CB"
"270","1564680057_endCB351fc54d987e0a14fd56d67a27df4341.csv",231,1,4,5,"CB"
"271","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",229,0,1,2,"CB"
"272","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",208,1,3,0,"CB"
"273","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",610,1,6,0,"CB"
"274","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",461,1,6,2,"CB"
"275","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",108,0,4,1,"CB"
"276","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",328,0,6,3,"CB"
"277","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",447,1,6,1,"CB"
"278","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",65,0,6,1,"CB"
"279","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",686,0,4,0,"CB"
"280","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",84,1,4,3,"CB"
"281","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",473,1,5,0,"CB"
"282","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",380,0,6,0,"CB"
"283","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",257,1,6,2,"CB"
"284","1564695503_endCB665cb13836f4a16c2810cfd36d855c07.csv",519,1,4,3,"CB"
